dimension,category,rsbl_buildings,hpd_observed_buildings,mdr_registered_buildings,pluto_enriched_buildings,stratified_eligible_buildings,refined_cb_matched_buildings,within_block_matched_buildings,hpd_observed_share,mdr_registered_share,pluto_enriched_share,stratified_eligible_share,refined_cb_matched_share,within_block_matched_share
overall,NYC,47256,32951,32900,32951,32793,28746,17289,0.6972871169798545,0.6962078889453192,0.6972871169798545,0.693943626206196,0.6083037074657186,0.3658583037074657
