matched_pairs,matched_treated_share,treated_pre_mean,control_pre_mean,mean_pre_gap,mean_abs_pre_gap,mean_treated_units,mean_control_units
28746,0.8723862705228976,1.2739859458707299,1.227776618196155,0.04620932767457501,0.32534381595120476,30.50073053642246,29.797989285465803
