inspection_year,matched_pairs,mean_treated,mean_control,mean_gap,median_gap,gap_ratio
2019,28746,1.1064495929868503,1.1874695609823975,-0.08101996799554721,0.0,0.9317709096235535
2020,28746,0.978849231197384,0.8943505183329855,0.08449871286439853,0.0,1.094480532109378
2021,28746,1.7366590134279551,1.6015097752730816,0.13514923815487373,0.0,1.0843886439168493
2022,28746,2.0348222361372015,2.0728449175537467,-0.03802268141654491,0.0,0.9816567650119155
2023,28746,2.608467265010784,2.489355040701315,0.11911222430946915,0.0,1.0478486284045334
2024,28746,3.7779517150212203,3.6872608362902666,0.09069087873095387,0.0,1.0245957318338774
2025,28746,5.954567592012801,6.090516941487511,-0.13594934947470952,0.0,0.9776785204308936
