matched_pairs,matched_treated_share,treated_pre_mean,control_pre_mean,mean_pre_gap,mean_abs_pre_gap,mean_treated_units,mean_control_units
17289,0.5246881733483051,1.273198758362735,0.841980449997108,0.4312183083656275,1.41673896697322,18.694429984383135,17.271386430678465
