term,coef,std_err,p_value,base_term,state_abbr,event_time,ci_low,ci_high
evt_m4_CA,-162.85714285714312,15.544268641273762,1.1019554204342803e-25,evt_m4,CA,-4,-193.32390939403967,-132.39037632024656
evt_m3_CA,-74.45454545454595,12.935772478492257,8.627876846704713e-09,evt_m3,CA,-3,-99.80865951239078,-49.100431396701126
evt_m2_CA,-44.2727272727268,13.6443666202152,0.0011754867559236606,evt_m2,CA,-2,-71.0156858483486,-17.529768697105006
evt_p0_CA,4.898310527186565e-14,9.158176258278118e-15,8.865410819494011e-08,evt_p0,CA,0,3.103307980564054e-14,6.693313073809075e-14
evt_p1_CA,25.0,16.528821049937786,0.13040428021634276,evt_p1,CA,1,-7.396489257878059,57.39648925787806
evt_p2_CA,7.272727272727025,22.73933334812629,0.7490969948026904,evt_p2,CA,2,-37.296366089600504,51.84182063505455
evt_p3_CA,-9.844696969697452,27.18182251694099,0.717217950516404,evt_p3,CA,3,-63.12106910290179,43.43167516350689
evt_p4_CA,19.571969696969575,25.29181131723742,0.43902180362644494,evt_p4,CA,4,-29.999980484815772,69.14391987875493
evt_m4_OR,-81.20147907647856,11.10181500206032,2.588179029896591e-13,evt_m4,OR,-4,-102.96103648051678,-59.44192167244034
evt_m3_OR,-40.88203463203446,11.842963679470438,0.0005564261323565951,evt_m3,OR,-3,-64.09424344379651,-17.669825820272404
evt_m2_OR,-8.181818181817448,11.149428453855517,0.4630505444913252,evt_m2,OR,-2,-30.034697951374262,13.671061587739366
evt_p0_OR,5.272727272727252,13.644366620215191,0.6991709265046548,evt_p0,OR,0,-21.470231302894522,32.01568584834902
evt_p1_OR,-2.8285706262331587e-14,4.8259472218620525e-15,4.5961186409649e-09,evt_p1,OR,1,-3.774456281718121e-14,-1.8826849707481963e-14
evt_p2_OR,-8.72727272727215,15.17160079006798,0.5651307281360938,evt_p2,OR,2,-38.463610275805394,21.00906482126109
evt_p3_OR,-58.45454545454504,21.772754220574225,0.0072582644725215,evt_p3,OR,3,-101.12914372687052,-15.779947182219558
evt_p4_OR,-69.86363636363501,23.708070535164957,0.003210504011240541,evt_p4,OR,4,-116.33145461255833,-23.395818114711695
