inspection_year,treated_rsbl,building_count,status_family,total_violations,buildings_with_status,mean_violation_count,building_share_with_status,total_violations_all,status_share_of_violations
2025,0,56307,open_reinspection,134877,37190,2.3953860088443713,0.6604862628092422,140689,0.9586890233067262
2025,0,56307,other,18,16,0.0003196760615909212,0.00028415649919192996,140689,0.0001279417722778611
2025,0,56307,pending_administrative,3168,979,0.05626298684000213,0.017386825794306213,140689,0.022517751920903554
2025,0,56307,resolved_or_certified,2626,936,0.0466371854298755,0.0166231552027279,140689,0.018665283000092403
2025,1,32793,open_reinspection,217228,17066,6.624218583234227,0.5204159424267374,236610,0.9180846118084611
2025,1,32793,other,261,144,0.007959015643582472,0.004391181044735157,236610,0.001103081019399011
2025,1,32793,pending_administrative,11054,3168,0.3370841338090446,0.09660598298417346,236610,0.04671822830818647
2025,1,32793,resolved_or_certified,8067,2881,0.24599762144360077,0.0878541152075138,236610,0.03409407886395334
