inspection_year,treated_rsbl_x,building_count_treated,status_family,total_violations_treated,buildings_with_status_treated,mean_violation_count_treated,building_share_with_status_treated,total_violations_all_treated,status_share_of_violations_treated,treated_rsbl_y,building_count_control,total_violations_control,buildings_with_status_control,mean_violation_count_control,building_share_with_status_control,total_violations_all_control,status_share_of_violations_control,diff,ratio,building_share_with_status_diff,status_share_of_violations_diff
2025,1,32793,open_reinspection,217228,17066,6.624218583234227,0.5204159424267374,236610,0.9180846118084611,0,56307,134877,37190,2.3953860088443713,0.6604862628092422,140689,0.9586890233067262,4.228832574389855,2.7654075621949596,-0.14007032038250478,-0.0406044114982651
2025,1,32793,other,261,144,0.007959015643582472,0.004391181044735157,236610,0.001103081019399011,0,56307,18,16,0.0003196760615909212,0.00028415649919192996,140689,0.0001279417722778611,0.007639339581991551,24.897127435733236,0.004107024545543227,0.0009751392471211498
2025,1,32793,pending_administrative,11054,3168,0.3370841338090446,0.09660598298417346,236610,0.04671822830818647,0,56307,3168,979,0.05626298684000213,0.017386825794306213,140689,0.022517751920903554,0.2808211469690425,5.991223586611703,0.07921915718986725,0.024200476387282916
2025,1,32793,resolved_or_certified,8067,2881,0.24599762144360077,0.0878541152075138,236610,0.03409407886395334,0,56307,2626,936,0.0466371854298755,0.0166231552027279,140689,0.018665283000092403,0.19936043601372527,5.274709851723088,0.07123096000478589,0.015428795863860936
