inspection_year,matched_pairs,mean_treated,mean_control,mean_gap,median_gap,gap_ratio
2019,16406,0.2642935511398269,1.044434962818481,-0.7801414116786541,0.0,0.25304931426904
2020,16406,0.22443008655369986,0.7791661587224187,-0.5547360721687188,0.0,0.28803880153328637
2021,16406,0.42240643666951116,1.5772278434719005,-1.1548214068023894,0.0,0.2678157365898903
2022,16406,1.0530293794953065,1.8534682433256127,-0.8004388638303059,0.0,0.5681399631675874
2023,16406,1.4128367670364501,2.0145068877240035,-0.6016701206875533,0.0,0.7013313161875945
2024,16406,2.0855174935999026,2.6843837620382787,-0.5988662684383762,0.0,0.7769073569482289
2025,16406,3.2643545044495914,3.7855662562477144,-0.5212117517981226,0.0,0.8623160403181657
