term,coef,std_err,t,p_value
Intercept,-0.7801414116785602,0.04479396025383667,-17.416218777212045,6.215118430494948e-68
C(inspection_year)[T.2020],0.22540533950965877,0.05734278834101768,3.9308402334600956,8.464951104467685e-05
C(inspection_year)[T.2021],-0.3746799951240723,0.0776044922155037,-4.828070958619318,1.3786197363005142e-06
C(inspection_year)[T.2022],-0.020297452151647875,0.08886140000883082,-0.2284169746327513,0.8193220943795391
C(inspection_year)[T.2023],0.1784712909911065,0.08474710478485717,2.1059278832496022,0.03521061718818374
C(inspection_year)[T.2024],0.18127514324025337,0.10668490208072265,1.69916398388867,0.08928829038578966
C(inspection_year)[T.2025],0.2589296598804947,0.14848296062790722,1.7438341664627957,0.08118801088912335
