term,coef,std_err,t,p_value,infer_method,p_value_resampled,ci_low_resampled,ci_high_resampled,resample_count,event_time,ci_low,ci_high
evt_m8,-54.09311209105826,19.658032578658382,-2.7517052825410464,0.005928584905738481,permutation,0.04918032786885246,-52.97137275825817,40.01666502924755,60,-8,-92.62285594522868,-15.563368236887833
evt_m7,-22.68311006243877,27.141233205849396,-0.8357435305316259,0.4032992006034931,permutation,0.3442622950819672,-39.31446664030307,50.64183012473647,60,-7,-75.8799271459036,30.513707021026043
evt_m6,-41.54441276623609,24.073977489194522,-1.725697915306396,0.08440177329311806,permutation,0.09836065573770492,-39.72244211549382,55.53813592998253,60,-6,-88.72940864505736,5.640583112585169
evt_m5,-19.001901447723164,20.324989593284094,-0.9349033789420432,0.34983809559404255,permutation,0.08196721311475409,-19.001901447723164,16.40364296359896,60,-5,-58.83888105055999,20.835078155113663
evt_m4,0.8806144212039442,19.82110542628005,0.044428118526445605,0.9645631484293639,permutation,1.0,-42.436969883786745,49.30748275658709,60,-4,-37.96875221430495,39.72998105671284
evt_m3,-7.790650469911185,22.99079712018094,-0.3388595197107229,0.7347155607041687,permutation,0.819672131147541,-28.820905425766405,45.4895803184815,60,-3,-52.852612825465826,37.271311885643456
evt_m2,-34.77037882562851,21.95194130814096,-1.5839318417243484,0.11320923037300817,permutation,0.11475409836065574,-34.48910461290743,45.99842660418553,60,-2,-77.7961837895848,8.25542613832777
evt_p0,13.750945317044739,18.685310011991103,0.7359227814909259,0.46177769217955345,permutation,0.6557377049180327,-41.20000363583504,40.98931064572446,60,0,-22.87226230645782,50.3741529405473
evt_p1,24.69495346131555,23.499078467107363,1.0508902932462694,0.2933089790317869,permutation,0.21311475409836064,-31.983302428736827,38.73170629726503,60,1,-21.36324033421488,70.75314725684598
evt_p2,18.301529407480928,24.131645127520773,0.7584037188831801,0.44820933224528803,permutation,0.45901639344262296,-38.95810631015844,39.483248211069096,60,2,-28.996495042459784,65.59955385742164
evt_p3,68.99548190767217,65.46524113790616,1.0539254222302392,0.2919170626889468,permutation,0.04918032786885246,-23.35637584263113,66.996208345165,60,3,-59.31639072262391,197.30735453796825
evt_p4,88.63140572586695,37.71538394919511,2.3500067199437447,0.018773072142314974,permutation,0.04918032786885246,-48.42752279159029,72.08233468251942,60,4,14.709253185444553,162.55355826628937
evt_p5,55.418849608243136,33.88888620441886,1.6353104458480825,0.10198398489540603,permutation,0.04918032786885246,-42.79443406458308,46.97086956657403,60,5,-11.003367352417825,121.8410665689041
evt_p6,42.32276429575106,27.74810602023272,1.52524875985738,0.12719706292328511,permutation,0.22950819672131148,-58.40821843525724,59.77286539269665,60,6,-12.063523503905074,96.70905209540719
evt_p7,77.64092778817512,57.32120432564397,1.3544887742953553,0.1755804924062777,permutation,0.04918032786885246,-34.18564030165765,73.97474161952789,60,7,-34.70863269008706,189.9904882664373
evt_p8,21.93300501902678,19.251619541430195,1.139281034087867,0.2545859562854139,permutation,0.39344262295081966,-36.547225637486505,39.363830904860116,60,8,-15.800169282176398,59.66617932022996
