term,coef,std_err,t,p_value
Intercept,-0.08101996799565761,0.02922006636504369,-2.7727509918520497,0.005558463586762931
C(inspection_year)[T.2020],0.1655186808598873,0.03669277385378479,4.510933992601771,6.454280444387628e-06
C(inspection_year)[T.2021],0.2161692061507563,0.0460495060494139,4.694278499291473,2.675493308114959e-06
C(inspection_year)[T.2022],0.04299728657913559,0.05986901504726505,0.7181893095316556,0.4726405686618417
C(inspection_year)[T.2023],0.2001321923052686,0.06758331772345,2.961266168142363,0.003063770390822189
C(inspection_year)[T.2024],0.1717108467266038,0.09534792432173134,1.8008870979424993,0.07172067697138335
C(inspection_year)[T.2025],-0.05492938147915398,0.16728779318520245,-0.3283525978392355,0.7426450792760546
