submission_year,monthly_rent,unit_rows,mean_rent_midpoint
2022,2283.75,1,
2022,2285.89,1,
2022,2287.07,1,
2022,2287.25,1,
2022,2293,1,
2022,2293.86,1,
2022,2297,1,
2022,2304.12,1,
2022,2305.51,1,
2022,2306.55,1,
2022,2307.63,1,
2022,2310,1,
2022,2314.82,1,
2022,2318,1,
2022,2319.17,1,
2022,2323,1,
2022,2324,1,
2022,2325,1,
2022,2326,1,
2022,2327.5,1,
2022,2328.56,1,
2022,2330.71,1,
2022,2332.51,1,
2022,2334.03,1,
2022,2336.99,1,
2022,2340,1,
2022,2342.46,1,
2022,2345,1,
2022,2346.05,1,
2022,2349.39,1,
2022,2350.98,1,
2022,2352.9,1,
2022,2353.31,1,
2022,2354.62,1,
2022,2356.38,1,
2022,2359,1,
2022,2366,1,
2022,2370,1,
2022,2372.33,1,
2022,2372.49,1,
2022,2374.51,1,
2022,2377.44,1,
2022,2379.48,1,
2022,2381,1,
2022,2385.48,1,
2022,2385.52,1,
2022,2386.4,1,
2022,2386.59,1,
2022,2387,1,
2022,2388.54,1,
2022,2393.32,1,
2022,2393.82,1,
2022,2399.05,1,
2022,2400.88,1,
2022,2401,1,
2022,2405.2,1,
2022,2408,1,
2022,2408.42,1,
2022,2412.89,1,
2022,2415.04,1,
2022,2416,1,
2022,2416.8,1,
2022,2416.86,1,
2022,2417.97,1,
2022,2419,1,
2022,2420,1,
2022,2424.1,1,
2022,2424.58,1,
2022,2425,1,
2022,2426.35,1,
2022,2430.87,1,
2022,2434,1,
2022,2435,1,
2022,2438,1,
2022,2438.57,1,
2022,2443.37,1,
2022,2449.16,1,
2022,2451.15,1,
2022,2454.58,1,
2022,2455,1,
2022,2460.18,1,
2022,2466.83,1,
2022,2467.15,1,
2022,2469.73,1,
2022,2479.36,1,
2022,2480,1,
2022,2490.34,1,
2022,2494.52,1,
2022,2500.6,1,
2022,2501,1,
2022,2501.66,1,
2022,2502.26,1,
2022,2515,1,
2022,2519,1,
2022,2524.5,1,
2022,2526,1,
2022,2528,1,
2022,2529,1,
2022,2529.22,1,
2022,25325,1,
2022,2538.42,1,
2022,2547.3,1,
2022,2549,1,
2022,2549.3,1,
2022,2553,1,
2022,2554,1,
2022,2557.46,1,
2022,2557.5,1,
2022,2557.75,1,
2022,2558.02,1,
2022,2559.72,1,
2022,2560,1,
2022,2563,1,
2022,2565,1,
2022,2569.09,1,
2022,2570,1,
2022,2574.62,1,
2022,2583.07,1,
2022,2583.51,1,
2022,2589.94,1,
2022,2590,1,
2022,2596,1,
2022,2597,1,
2022,2598,1,
2022,2601.62,1,
2022,2601.89,1,
2022,2602,1,
2022,2608.65,1,
2022,2612,1,
2022,2612.67,1,
2022,2617.92,1,
2022,2621.39,1,
2022,2631,1,
2022,2634.61,1,
2022,2637.05,1,
2022,2641,1,
2022,265,1,
2022,2655,1,
2022,2656,1,
2022,2658,1,
2022,2658.64,1,
2022,2659,1,
2022,2661.58,1,
2022,2664.45,1,
2022,2665,1,
2022,2668,1,
2022,267.24,1,
2022,2673,1,
2022,2674,1,
2022,2676.15,1,
2022,2677,1,
2022,2679.95,1,
2022,2680,1,
2022,2681,1,
2022,2682,1,
2022,2685,1,
2022,2695.38,1,
2022,2699,1,
2022,2699.92,1,
2022,2705.05,1,
2022,2705.83,1,
2022,2710.77,1,
2022,2710.95,1,
2022,2712,1,
2022,2713.87,1,
2022,2718,1,
2022,2718.9,1,
2022,2721,1,
2022,2722.19,1,
2022,2726.87,1,
2022,2727.96,1,
2022,2729,1,
2022,2731,1,
2022,2731.58,1,
2022,2733,1,
2022,2733.62,1,
2022,2736,1,
2022,2737.32,1,
2022,2737.55,1,
2022,2740,1,
2022,2740.56,1,
2022,2741,1,
2022,2743.28,1,
2022,2743.77,1,
2022,2747,1,
2022,2750.07,1,
2022,2756.36,1,
2022,2756.74,1,
2022,2756.98,1,
2022,2759,1,
2022,2760,1,
2022,2762,1,
2022,2762.36,1,
2022,2762.98,1,
2022,2764,1,
2022,2766,1,
2022,2767,1,
2022,2769,1,
2022,2770,1,
2022,2774.27,1,
2022,2778.36,1,
2022,2783,1,
2022,2784,1,
2022,2787.18,1,
2022,2788,1,
2022,2789,1,
2022,2790,1,
2022,2791.25,1,
2022,2791.96,1,
2022,2792.44,1,
2022,2794,1,
2022,2797,1,
2022,2802,1,
2022,2802.48,1,
2022,2804,1,
2022,2805.08,1,
2022,2806.24,1,
2022,2813,1,
2022,2814.6,1,
2022,2818,1,
2022,2822,1,
2022,2823.74,1,
2022,2824.34,1,
2022,2825.93,1,
2022,2826,1,
2022,2826.73,1,
2022,2831,1,
2022,2834,1,
2022,2836,1,
2022,2839.29,1,
2022,2840,1,
2022,2840.06,1,
2022,2841.31,1,
2022,2846.42,1,
2022,2850.36,1,
2022,2851,1,
2022,2851.18,1,
2022,2854.56,1,
2022,2859,1,
2022,2862,1,
2022,2864.4,1,
2022,2868.68,1,
2022,2869.95,1,
2022,2870,1,
2022,2873,1,
2022,2875.61,1,
2022,2878,1,
2022,2881,1,
2022,2884,1,
2022,2885,1,
2022,2886,1,
2022,2887,1,
2022,2887.06,1,
2022,2888,1,
2022,2891.9,1,
2022,2892.1,1,
2022,2893.74,1,
2022,2896,1,
2022,2898,1,
2022,2899,1,
2022,2901.81,1,
2022,2903,1,
2022,2903.12,1,
2022,2903.38,1,
2022,2905.6,1,
2022,2905.63,1,
2022,2906,1,
2022,2907,1,
2022,2908.71,1,
2022,2909.8,1,
2022,2910,1,
2022,2910.23,1,
2022,2916,1,
2022,2917,1,
2022,2920.23,1,
2022,2923.9,1,
2022,2923.91,1,
2022,2925,1,
2022,2926,1,
2022,2928,1,
2022,2939,1,
2022,2942,1,
2022,2944,1,
2022,2949,1,
2022,2953,1,
2022,2955,1,
2022,2956.47,1,
2022,2959.49,1,
2022,2960.58,1,
2022,2968,1,
2022,2969,1,
2022,297.53,1,
2022,2970.65,1,
2022,2972.12,1,
2022,2976.7,1,
2022,2978,1,
2022,2978.87,1,
2022,2980.72,1,
2022,2981.85,1,
2022,2983,1,
2022,2985,1,
2022,2988,1,
2022,2995,1,
2022,2996,1,
2022,2996.07,1,
2022,2996.14,1,
2022,300,1,
2022,3002.54,1,
2022,3005.77,1,
2022,3007.37,1,
2022,3009,1,
2022,3014,1,
2022,3016,1,
2022,3017,1,
2022,302.57,1,
2022,3021,1,
2022,3030.06,1,
2022,3030.92,1,
2022,3032.13,1,
2022,3035,1,
2022,3037.5,1,
2022,3039,1,
2022,3045,1,
2022,3047,1,
2022,3054,1,
2022,3055,1,
2022,3059.2,1,
2022,3061,1,
2022,3063,1,
2022,3065,1,
2022,3066.77,1,
2022,3070.89,1,
2022,3071.35,1,
2022,3073.94,1,
2022,3074.35,1,
2022,3074.4,1,
2022,3076,1,
2022,3077,1,
2022,3079.52,1,
2022,3080,1,
2022,3081,1,
2022,3084,1,
2022,3088.43,1,
2022,3091.8,1,
2022,3093,1,
2022,3095,1,
2022,3095.36,1,
2022,3096,1,
2022,3105,1,
2022,3105.9,1,
2022,3107,1,
2022,3110,1,
2022,3112,1,
2022,3115.29,1,
2022,3116,1,
2022,3120,1,
2022,3120.15,1,
2022,3121.7,1,
2022,3125,1,
2022,3127,1,
2022,3128,1,
2022,3128.83,1,
2022,3129.3,1,
2022,3130.76,1,
2022,3135,1,
2022,3136,1,
2022,314.22,1,
2022,3140,1,
2022,3141.91,1,
2022,3142,1,
2022,3143.67,1,
2022,3145,1,
2022,3147,1,
2022,3147.16,1,
2022,3148,1,
2022,3148.71,1,
2022,3150.95,1,
2022,3153.6,1,
2022,3163,1,
2022,3166,1,
2022,3168,1,
2022,3168.97,1,
2022,3170.92,1,
2022,3172.05,1,
2022,3174,1,
2022,3182,1,
2022,3183.55,1,
2022,3184,1,
2022,3195,1,
2022,3195.26,1,
2022,3196,1,
2022,3198.52,1,
2022,3199,1,
2022,3203,1,
2022,3209,1,
2022,3210,1,
2022,3211,1,
2022,3211.29,1,
2022,3212,1,
2022,3213,1,
2022,3217,1,
2022,322.5,1,
2022,3220,1,
2022,3222.4,1,
2022,3222.45,1,
2022,3224.79,1,
2022,3225,1,
2022,3226,1,
2022,3227,1,
2022,323.11,1,
2022,3232,1,
2022,3235,1,
2022,3236,1,
2022,3239,1,
2022,3241,1,
2022,3241.82,1,
2022,3243,1,
2022,3244,1,
2022,3245,1,
2022,3246,1,
2022,3251.79,1,
2022,3256,1,
2022,3258,1,
2022,3260,1,
2022,3263,1,
2022,3267,1,
2022,3268,1,
2022,3268.49,1,
2022,3270,1,
2022,3271.27,1,
2022,3274.87,1,
2022,3277,1,
2022,3278.18,1,
2022,3280,1,
2022,3284,1,
2022,3285,1,
2022,3287,1,
2022,3290,1,
2022,3291,1,
2022,3294,1,
2022,3296,1,
2022,3298,1,
2022,3301,1,
2022,3304,1,
2022,3310,1,
2022,3311,1,
2022,3312.26,1,
2022,3315,1,
2022,3316,1,
2022,3318,1,
2022,3319,1,
2022,332.44,1,
2022,332.78,1,
2022,3326,1,
2022,3327.9,1,
2022,3329,1,
2022,3335,1,
2022,3337,1,
2022,3340,1,
2022,3340.22,1,
2022,3345,1,
2022,3346,1,
2022,3347,1,
2022,3347.98,1,
2022,3349.5,1,
2022,3351,1,
2022,3352,1,
2022,3354,1,
2022,3354.7,1,
2022,3358,1,
2022,3360,1,
2022,3362,1,
2022,3365,1,
2022,3365.07,1,
2022,3365.28,1,
2022,3365.7,1,
2022,3367,1,
2022,3377,1,
2022,3379.33,1,
2022,3383,1,
2022,3386,1,
2022,3390,1,
2022,3390.44,1,
2022,3396,1,
2022,3398,1,
2022,3402,1,
2022,3403,1,
2022,3404.02,1,
2022,3406,1,
2022,3407,1,
2022,3408,1,
2022,3409,1,
2022,3412,1,
2022,3413,1,
2022,3421,1,
2022,3423.43,1,
2022,3425,1,
2022,3427.05,1,
2022,3430,1,
2022,3432,1,
2022,3435,1,
2022,3438,1,
2022,3438.68,1,
2022,3442,1,
2022,3443,1,
2022,3445,1,
2022,3448,1,
2022,3449,1,
2022,3450.3,1,
2022,3450.66,1,
2022,3451,1,
2022,3451.03,1,
2022,3454,1,
2022,3458,1,
2022,3458.4,1,
2022,3465,1,
2022,3467,1,
2022,347.8,1,
2022,3471.1,1,
2022,3472,1,
2022,3475.7,1,
2022,3477,1,
2022,3478,1,
2022,3478.2,1,
2022,3479,1,
2022,3481,1,
2022,3483.08,1,
2022,3485.23,1,
2022,3485.34,1,
2022,3492,1,
2022,3493.65,1,
2022,3499.45,1,
2022,3504,1,
2022,3505,1,
2022,3505.25,1,
2022,3508,1,
2022,3509,1,
2022,3510,1,
2022,3513,1,
2022,3515,1,
2022,3521,1,
2022,3523,1,
2022,3524.5,1,
2022,3525,1,
2022,3529,1,
2022,353.57,1,
2022,3530,1,
2022,3533,1,
2022,3535,1,
2022,3536,1,
2022,3541,1,
2022,3544,1,
2022,3544.21,1,
2022,3545,1,
2022,3551.8,1,
2022,3552,1,
2022,3553.67,1,
2022,3554,1,
2022,3555,1,
2022,3558,1,
2022,356.95,1,
2022,3560,1,
2022,3564.32,1,
2022,3565,1,
2022,3566,1,
2022,3566.22,1,
2022,357.75,1,
2022,3571,1,
2022,3573,1,
2022,3573.84,1,
2022,3574.85,1,
2022,3580,1,
2022,3582,1,
2022,3586,1,
2022,3588.84,1,
2022,3590,1,
2022,3600,1,
2022,3604,1,
2022,3619,1,
2022,3620,1,
2022,3622.19,1,
2022,3623,1,
2022,3624.19,1,
2022,363.33,1,
2022,3631.81,1,
2022,3633,1,
2022,3635,1,
2022,3635.84,1,
2022,3636,1,
2022,3640,1,
2022,3641,1,
2022,3642.19,1,
2022,3647,1,
2022,3648,1,
2022,3654.12,1,
2022,3655.25,1,
2022,3657,1,
2022,3659.7,1,
2022,3666,1,
2022,3669,1,
2022,3670,1,
2022,3671,1,
2022,3676,1,
2022,3682.8,1,
2022,3689,1,
2022,3691,1,
2022,3693,1,
2022,3694,1,
2022,3696.05,1,
2022,3698,1,
2022,3706,1,
2022,3707,1,
2022,371,1,
2022,3718.21,1,
2022,3725,1,
2022,3740,1,
2022,3741,1,
2022,3747,1,
2022,3758,1,
2022,3759,1,
2022,3761,1,
2022,3762,1,
2022,3765,1,
2022,3768,1,
2022,377.14,1,
2022,3775,1,
2022,3776,1,
2022,3776.25,1,
2022,3779,1,
2022,3780,1,
2022,3787.74,1,
2022,3797,1,
2022,3798.51,1,
2022,3800,1,
2022,3804,1,
2022,3804.42,1,
2022,3804.81,1,
2022,3807,1,
2022,3813.13,1,
2022,3815,1,
2022,3823.93,1,
2022,3825.59,1,
2022,3826.6,1,
2022,3834,1,
2022,3837,1,
2022,3841.6,1,
2022,3843,1,
2022,3848.47,1,
2022,3849,1,
2022,3850,1,
2022,3859,1,
2022,3861,1,
2022,3872,1,
2022,3875,1,
2022,3879,1,
2022,3880,1,
2022,3881,1,
2022,3881.43,1,
2022,3883,1,
2022,3884,1,
2022,3887,1,
2022,3889,1,
2022,3889.08,1,
2022,3891,1,
2022,3897,1,
2022,3910.37,1,
2022,3915,1,
2022,3923,1,
2022,3925,1,
2022,3935.72,1,
2022,3942,1,
2022,3952,1,
2022,3963.4,1,
2022,3965.05,1,
2022,3970,1,
2022,3973.02,1,
2022,3980,1,
2022,3985,1,
2022,3993.57,1,
2022,3994.01,1,
2022,3997,1,
2022,400,1,
2022,4001,1,
2022,4005.75,1,
2022,4020,1,
2022,4026,1,
2022,4032.2,1,
2022,4039,1,
2022,4040,1,
2022,4048,1,
2022,4060,1,
2022,4066,1,
2022,4083.16,1,
2022,4085,1,
2022,4087,1,
2022,4088,1,
2022,4090,1,
2022,4096,1,
2022,4104,1,
2022,4105,1,
2022,4110,1,
2022,4118,1,
2022,412,1,
2022,4122,1,
2022,4129,1,
2022,4142.46,1,
2022,4143.15,1,
2022,4151,1,
2022,416.32,1,
2022,4160,1,
2022,4165,1,
2022,4185,1,
2022,4190,1,
2022,4193,1,
2022,4198.73,1,
2022,420.39,1,
2022,4200,1,
2022,4201,1,
2022,4217,1,
2022,4219,1,
2022,4220,1,
2022,4225,1,
2022,4226,1,
2022,4226.4,1,
2022,4227,1,
2022,4227.12,1,
2022,4231,1,
2022,4234,1,
2022,4235,1,
2022,4240,1,
2022,4245,1,
2022,4246,1,
2022,4246.14,1,
2022,4260,1,
2022,4261,1,
2022,4268,1,
2022,4277,1,
2022,4278,1,
2022,4281,1,
2022,4290,1,
2022,4293,1,
2022,4295,1,
2022,4296.6,1,
2022,4300,1,
2022,4301.48,1,
2022,4305,1,
2022,4309,1,
2022,4313,1,
2022,4316,1,
2022,4317,1,
2022,4321,1,
2022,4331,1,
2022,4332,1,
2022,4340,1,
2022,4341,1,
2022,4355,1,
2022,4360,1,
2022,4365,1,
2022,4367,1,
2022,4369,1,
2022,4370,1,
2022,4374,1,
2022,4380,1,
2022,4395,1,
2022,4398,1,
2022,4399,1,
2022,4410,1,
2022,4411,1,
2022,4415,1,
2022,4422,1,
2022,4424,1,
2022,4430,1,
2022,4443.75,1,
2022,4445,1,
2022,4453,1,
2022,4453.8,1,
2022,4461,1,
2022,4470,1,
2022,4475,1,
2022,4477,1,
2022,4478,1,
2022,4480,1,
2022,4480.74,1,
2022,4484,1,
2022,4496,1,
2022,4499,1,
2022,4500,1,
2022,4501,1,
2022,4515,1,
2022,4522,1,
2022,4531.5,1,
2022,4544,1,
2022,4550,1,
2022,4551,1,
2022,4556,1,
2022,4558,1,
2022,4561.3,1,
2022,4563,1,
2022,4565,1,
2022,4567,1,
2022,4568,1,
2022,457.92,1,
2022,4576,1,
2022,4587,1,
2022,4591,1,
2022,4598.4,1,
2022,4606.01,1,
2022,4609,1,
2022,461.25,1,
2022,4610,1,
2022,4611,1,
2022,4611.05,1,
2022,4615,1,
2022,4620,1,
2022,4625,1,
2022,4626,1,
2022,4633.46,1,
2022,4640,1,
2022,4651,1,
2022,4671,1,
2022,4690,1,
2022,4695,1,
2022,4703,1,
2022,4709,1,
2022,471.44,1,
2022,4722,1,
2022,4753,1,
2022,4769,1,
2022,4771.8,1,
2022,4776,1,
2022,4790.85,1,
2022,4800,1,
2022,4804,1,
2022,4815.82,1,
2022,4821,1,
2022,4829,1,
2022,4833,1,
2022,4838,1,
2022,484.64,1,
2022,4840,1,
2022,4842,1,
2022,4853,1,
2022,4855,1,
2022,4873,1,
2022,4875,1,
2022,4879,1,
2022,4884,1,
2022,4889,1,
2022,489.29,1,
2022,4902,1,
2022,4916,1,
2022,4921,1,
2022,494,1,
2022,4953,1,
2022,4977,1,
2022,4983,1,
2022,5000,1,
2022,5005,1,
2022,5008,1,
2022,5018,1,
2022,5039.5,1,
2022,5045,1,
2022,5049,1,
2022,5060,1,
2022,5080,1,
2022,5089,1,
2022,5103,1,
2022,5118,1,
2022,5128,1,
2022,5139,1,
2022,5156,1,
2022,5162,1,
2022,5169,1,
2022,5195,1,
2022,522.81,1,
2022,5239.8,1,
2022,5240,1,
2022,5260,1,
2022,528.77,1,
2022,5293.17,1,
2022,5294,1,
2022,5302,1,
2022,5351,1,
2022,5370.75,1,
2022,5378,1,
2022,5387,1,
2022,540,1,
2022,5410,1,
2022,5418,1,
2022,5437.8,1,
2022,5450,1,
2022,5467,1,
2022,5480,1,
2022,5494,1,
2022,5500,1,
2022,5538.5,1,
2022,5552,1,
2022,5566.43,1,
2022,5567,1,
2022,5577,1,
2022,5591,1,
2022,5595,1,
2022,560,1,
2022,5615.24,1,
2022,5665,1,
2022,567,1,
2022,5724.5,1,
2022,5758,1,
2022,576.54,1,
2022,5850,1,
2022,587.32,1,
2022,5900,1,
2022,5910,1,
2022,592.1,1,
2022,594,1,
2022,5948,1,
2022,5994,1,
2022,6070,1,
2022,610.88,1,
2022,6100,1,
2022,6117.02,1,
2022,6132.88,1,
2022,6189.15,1,
2022,6195,1,
2022,620,1,
2022,6260,1,
2022,6283,1,
2022,6335,1,
2022,6360,1,
2022,640,1,
2022,6400,1,
2022,6500,1,
2022,652.78,1,
2022,6545,1,
2022,655.05,1,
2022,6570,1,
2022,6640,1,
2022,6645,1,
2022,668.46,1,
2022,6700,1,
2022,6714,1,
2022,6750,1,
2022,677.75,1,
2022,679.31,1,
2022,6791,1,
2022,6800,1,
2022,684,1,
2022,688.55,1,
2022,6894,1,
2022,690.63,1,
2022,6938,1,
2022,694,1,
2022,6967,1,
2022,697.21,1,
2022,6975,1,
2022,703,1,
2022,703.58,1,
2022,705,1,
2022,710.12,1,
2022,711.47,1,
2022,712.89,1,
2022,714.45,1,
2022,714.53,1,
2022,714.65,1,
2022,7175,1,
2022,720,1,
2022,7200,1,
2022,725,1,
2022,727.84,1,
2022,731.77,1,
2022,736.68,1,
2022,7371,1,
2022,742.71,1,
2022,7463,1,
2022,7505,1,
2022,752.36,1,
2022,755,1,
2022,7585,1,
2022,760.37,1,
2022,7605,1,
2022,764.28,1,
2022,7660,1,
2022,7680,1,
2022,7710,1,
2022,772.8,1,
2022,7735,1,
2022,775,1,
2022,776.36,1,
2022,776.83,1,
2022,7765,1,
2022,7775,1,
2022,781.65,1,
2022,789.42,1,
2022,7900,1,
2022,791,1,
2022,7945,1,
2022,795.33,1,
2022,796.6,1,
2022,7990,1,
2022,7995,1,
2022,801.05,1,
2022,8010,1,
2022,8095,1,
2022,811.08,1,
2022,8160,1,
2022,8175,1,
2022,818.74,1,
2022,820,1,
2022,8205,1,
2022,825,1,
2022,8270,1,
2022,8310,1,
2022,8315,1,
2022,832.5,1,
2022,8330,1,
2022,8335,1,
2022,8340,1,
2022,8370,1,
2022,844,1,
2022,8445,1,
2022,8475,1,
2022,848.76,1,
2022,8490,1,
2022,852.56,1,
2022,853.18,1,
2022,855.41,1,
2022,8560,1,
2022,865.9,1,
2022,8655,1,
2022,866.26,1,
2022,866.72,1,
2022,8715,1,
2022,8740,1,
2022,877.1,1,
2022,8780,1,
2022,8795,1,
2022,880,1,
2022,8805,1,
2022,885.26,1,
2022,8855.4,1,
2022,8865,1,
2022,8890,1,
2022,8895,1,
2022,894.86,1,
2022,895.51,1,
2022,895.93,1,
2022,8950,1,
2022,896.8,1,
2022,897.1,1,
2022,8975,1,
2022,898,1,
2022,9050,1,
2022,906.4,1,
2022,908.28,1,
2022,912.93,1,
2022,9140,1,
2022,9245,1,
2022,927.54,1,
2022,927.6,1,
2022,928.79,1,
2022,9305,1,
2022,9320,1,
2022,945.94,1,
2022,9465,1,
2022,9490,1,
2022,9495,1,
2022,951.79,1,
2022,9520,1,
2022,9540,1,
2022,9595,1,
2022,969.3,1,
2022,974.02,1,
2022,974.51,1,
2022,980.1,1,
2022,980.32,1,
2022,984.46,1,
2022,988.05,1,
2022,9880,1,
2022,992.49,1,
2022,995,1,
2022,995.83,1,
2022,Vacant,1,
2022,Yes,1,
2023,,14156,
2023,$2251-$2500,8074,2375.5
2023,$1751-$2000,8051,1875.5
2023,$2751-$3000,7658,2875.5
2023,$2001-$2250,7525,2125.5
2023,$1501-$1750,7249,1625.5
2023,$2501-$2750,7160,2625.5
2023,$1251-$1500,6374,1375.5
2023,$1001-$1250,5569,1125.5
2023,$3001-$3250,5214,3125.5
2023,$3251-$3500,5000,3375.5
2023,$751-$1000,4083,875.5
2023,$3751-$4000,3334,3875.5
2023,$3501-$3750,3303,3625.5
2023,$501-$750,2849,625.5
2023,$4001-$4250,1986,4125.5
2023,$4251-$4500,1947,4375.5
2023,$4751-$5000,1358,4875.5
2023,$251-$500,1174,375.5
2023,$4501-$4750,1174,4625.5
2023,$5001-$5250,728,5125.5
2023,$0 (no rent paid by the occupant),720,0.0
2023,$5251-$5500,658,5375.5
2023,$7000+,623,7000.0
2023,$5751-$6000,440,5875.5
2023,$5501-$5750,372,5625.5
2023,$1-$250,316,125.5
2023,$6251-$6500,301,6375.5
2023,$6001-$6250,186,6125.5
2023,$6751-$7000,179,6875.5
2023,$6501-$6750,125,6625.5
2024,,15171,
2024,$2251-$2500,8249,2375.5
2024,$1751-$2000,8236,1875.5
2024,$2751-$3000,7676,2875.5
2024,$2001-$2250,7549,2125.5
2024,$1501-$1750,7378,1625.5
2024,$2501-$2750,7375,2625.5
2024,$1251-$1500,6343,1375.5
2024,$1001-$1250,5752,1125.5
2024,$3001-$3250,5637,3125.5
2024,$3251-$3500,5262,3375.5
2024,$751-$1000,3880,875.5
2024,$3501-$3750,3402,3625.5
2024,$3751-$4000,3383,3875.5
2024,$501-$750,3184,625.5
2024,$4001-$4250,2122,4125.5
2024,$4251-$4500,1898,4375.5
2024,$4751-$5000,1310,4875.5
2024,$4501-$4750,1130,4625.5
2024,$251-$500,1039,375.5
2024,$0 (no rent paid by the occupant),857,0.0
2024,$5001-$5250,723,5125.5
2024,$5251-$5500,655,5375.5
2024,$7000+,653,7000.0
2024,$5751-$6000,499,5875.5
2024,$1-$250,418,125.5
2024,$5501-$5750,417,5625.5
2024,$6251-$6500,269,6375.5
2024,$6001-$6250,254,6125.5
2024,$6751-$7000,182,6875.5
2024,$6501-$6750,130,6625.5
2024,$501-$1000,45,750.5
2024,$1750-$2000,6,1875.0
2024,0,6,
2024,3000,6,
2024,2900,5,
2024,$250-$500,4,375.0
2024,3400,4,
2024,3700,4,
2024,2500,3,
2024,2850,3,
2024,3100,3,
2024,$1500-$1750,2,1625.0
2024,1850,2,
2024,2000,2,
2024,2300,2,
2024,2398,2,
2024,2749,2,
2024,2750,2,
2024,2754,2,
2024,2800,2,
2024,2980,2,
2024,3032,2,
2024,3190,2,
2024,3197,2,
2024,3200,2,
2024,3207,2,
2024,3274,2,
2024,3300,2,
2024,3357,2,
2024,3368,2,
2024,3375,2,
2024,3399,2,
2024,3493,2,
2024,3526,2,
2024,3599,2,
2024,3631,2,
2024,3697,2,
2024,3796,2,
2024,3888,2,
2024,4446,2,
2024,4463,2,
2024,4517,2,
2024,4532,2,
2024,4545,2,
2024,4631,2,
2024,1018.94,1,
2024,1020.66,1,
2024,1052.1,1,
2024,1069.68,1,
2024,1081.13,1,
2024,1122.37,1,
2024,1131.83,1,
2024,1291.46,1,
2024,1352.74,1,
2024,1374.93,1,
2024,1453.45,1,
2024,1475.93,1,
2024,1540.17,1,
2024,1602.07,1,
2024,1719.04,1,
2024,1817.21,1,
2024,1826.55,1,
2024,1920.16,1,
2024,2020.42,1,
2024,2100,1,
2024,2164.95,1,
2024,2185.18,1,
2024,2200,1,
2024,2216.61,1,
2024,2319.17,1,
2024,2336.99,1,
2024,2370,1,
2024,2394,1,
2024,2475,1,
2024,2495,1,
2024,2501,1,
2024,2550,1,
2024,2573,1,
2024,2608.65,1,
2024,2650,1,
2024,2659,1,
2024,2659.8,1,
2024,2666,1,
2024,2687,1,
2024,2699,1,
2024,2700,1,
2024,2710.95,1,
2024,2731,1,
2024,2759,1,
2024,2761,1,
2024,2762,1,
2024,2767,1,
2024,2769,1,
2024,2778.36,1,
2024,2781,1,
2024,2791.96,1,
2024,2794,1,
2024,2796,1,
2024,2797,1,
2024,2818,1,
2024,2822,1,
2024,2839.29,1,
2024,2849,1,
2024,2862,1,
2024,2886,1,
2024,2903.12,1,
2024,2907,1,
2024,2910,1,
2024,2916,1,
2024,2920,1,
2024,2924,1,
2024,2928,1,
2024,2955,1,
2024,2968,1,
2024,2971,1,
2024,2975,1,
2024,2983,1,
2024,2985,1,
2024,2987,1,
2024,2990,1,
2024,2996,1,
2024,3016,1,
2024,3017,1,
2024,3032.13,1,
2024,3037,1,
2024,3039,1,
2024,3048,1,
2024,3050,1,
2024,3055,1,
2024,3057,1,
2024,3061,1,
2024,3062,1,
2024,3063,1,
2024,3070,1,
2024,3075,1,
2024,3076,1,
2024,3079,1,
2024,3081,1,
2024,3099,1,
2024,3107,1,
2024,3109,1,
2024,3110,1,
2024,3116,1,
2024,3125,1,
2024,3127,1,
2024,3136,1,
2024,3142,1,
2024,3147,1,
2024,3148,1,
2024,3150,1,
2024,3166,1,
2024,3180,1,
2024,3182,1,
2024,3184,1,
2024,3191,1,
2024,3203,1,
2024,3211,1,
2024,3212,1,
2024,3217,1,
2024,3224.79,1,
2024,3227,1,
2024,3231,1,
2024,3232,1,
2024,3236,1,
2024,3239,1,
2024,3240,1,
2024,3241,1,
2024,3243,1,
2024,3247,1,
2024,3251,1,
2024,3255,1,
2024,3256,1,
2024,3258,1,
2024,3263,1,
2024,3267,1,
2024,3269,1,
2024,3280,1,
2024,3284,1,
2024,3291,1,
2024,3294,1,
2024,3296,1,
2024,3298,1,
2024,3301,1,
2024,3304,1,
2024,3305,1,
2024,3311,1,
2024,3315,1,
2024,3316,1,
2024,3318,1,
2024,3325,1,
2024,3326,1,
2024,3335,1,
2024,3337,1,
2024,3347.98,1,
2024,3351,1,
2024,3352,1,
2024,3354,1,
2024,3358,1,
2024,3362,1,
2024,3365,1,
2024,3374,1,
2024,3377,1,
2024,3382,1,
2024,3395,1,
2024,3396,1,
2024,3398,1,
2024,3402,1,
2024,3406,1,
2024,3407,1,
2024,3409,1,
2024,3413,1,
2024,3432,1,
2024,3435,1,
2024,3438,1,
2024,3443,1,
2024,3445,1,
2024,3448,1,
2024,3449,1,
2024,3451,1,
2024,3458,1,
2024,3472,1,
2024,3479,1,
2024,3481,1,
2024,3489,1,
2024,3491,1,
2024,3495,1,
2024,3500,1,
2024,3504,1,
2024,3508,1,
2024,3513,1,
2024,3515,1,
2024,3521,1,
2024,3529,1,
2024,3533,1,
2024,3536,1,
2024,3541,1,
2024,3544.21,1,
2024,3545,1,
2024,3550,1,
2024,3552,1,
2024,3554,1,
2024,3555,1,
2024,3558,1,
2024,3560,1,
2024,3566,1,
2024,3571,1,
2024,3586,1,
2024,3590,1,
2024,3616,1,
2024,3619,1,
2024,3622.19,1,
2024,3623,1,
2024,3636,1,
2024,3641,1,
2024,3647,1,
