inspection_year,n_treated_buildings,mean_treated,n_control_buildings,mean_control,diff,ratio
2019,32793,1.3300704418625926,56307,0.7640968263270996,0.565973615535493,1.740709287141061
2020,32793,1.2230354038971731,56307,0.4754826220540963,0.7475527818430768,2.5721979041287164
2021,32793,2.2405086451376817,56307,1.2310014740618396,1.009507171075842,1.8200698312284307
2022,32793,2.492056231512823,56307,1.568099881009466,0.923956350503357,1.5892203434825587
2023,32793,3.1664684536333976,56307,1.5866766121441385,1.579791841489259,1.9956608860292107
2024,32793,4.65068764675388,56307,1.94190775569645,2.7087798910574303,2.3949065722156035
2025,32793,7.269935656999969,56307,2.5061182446232264,4.763817412376743,2.9008749577548136
