term,coef,std_err,t,p_value
C(stratum)[T.BRONX|cb12|yb:1940_1969|u:20_49],-1.0307272492123563,1.0566931366201588,-0.9754272205355146,0.32934838671228206
C(stratum)[T.BRONX|cb12|yb:1940_1969|u:3_5],-3.39641700100188,0.812214317097705,-4.18167585759672,2.893683097417758e-05
C(stratum)[T.BRONX|cb12|yb:1940_1969|u:50_plus],2.108742175496756,1.5538291723412743,1.3571261326747726,0.17474113630972987
C(stratum)[T.BRONX|cb12|yb:1940_1969|u:6_19],-3.972370041685827,0.9023958070709402,-4.402026262266915,1.0724457163159082e-05
C(stratum)[T.BRONX|cb12|yb:1970_1999|u:20_49],5.706201386885516,3.72403703899252,1.532262253876304,0.125457731676756
C(stratum)[T.BRONX|cb12|yb:1970_1999|u:3_5],-3.208553643738055,0.8075900607852665,-3.9729979348906213,7.09736647438827e-05
C(stratum)[T.BRONX|cb12|yb:1970_1999|u:50_plus],-0.11919938876618202,2.1749315653595502,-0.05480604110248246,0.956292987534603
C(stratum)[T.BRONX|cb12|yb:1970_1999|u:6_19],-4.235073984741115,0.849893853986552,-4.983062255216788,6.258580319200023e-07
C(stratum)[T.BRONX|cb12|yb:2000_plus|u:20_49],0.032232026845859935,1.380908202137002,0.023341179953873678,0.9813781237987454
C(stratum)[T.BRONX|cb12|yb:2000_plus|u:3_5],-3.5353362306903136,0.8216721570728484,-4.3026116928249225,1.6879652994940295e-05
C(stratum)[T.BRONX|cb12|yb:2000_plus|u:50_plus],-3.5374466415867167,0.8360885592313448,-4.230947311178204,2.3270918196661806e-05
C(stratum)[T.BRONX|cb12|yb:2000_plus|u:6_19],-3.6794648611813616,0.9010796721091756,-4.08339570303341,4.4382353456477055e-05
C(stratum)[T.BRONX|cb12|yb:prewar|u:20_49],2.820780351987314,1.299960943601634,2.169896231014558,0.0300147079265877
C(stratum)[T.BRONX|cb12|yb:prewar|u:3_5],-2.8615810163230027,0.8098523799628615,-3.53346003188165,0.0004101581004831245
C(stratum)[T.BRONX|cb12|yb:prewar|u:50_plus],11.581603417324098,2.5990210310948365,4.45614070789006,8.344827196710087e-06
C(stratum)[T.BRONX|cb12|yb:prewar|u:6_19],-2.0378535405885243,0.8334104569735781,-2.445197949625836,0.01447726582594764
C(stratum)[T.BRONX|cb1|yb:1940_1969|u:3_5],-4.068407318074451,0.8133686729020775,-5.001922810179649,5.676131840465022e-07
C(stratum)[T.BRONX|cb1|yb:1940_1969|u:50_plus],-2.5361284988947683,1.6061256277146536,-1.5790349491548865,0.11432804092808654
C(stratum)[T.BRONX|cb1|yb:1940_1969|u:6_19],-3.852523241487698,1.0917597829654393,-3.5287279322778033,0.0004175621809793635
C(stratum)[T.BRONX|cb1|yb:1970_1999|u:20_49],-3.1024209235166196,1.1112035995739644,-2.791946430614595,0.005239202911553158
C(stratum)[T.BRONX|cb1|yb:1970_1999|u:3_5],-3.7689085712074375,0.8169863829449902,-4.613184074894438,3.965468175242888e-06
C(stratum)[T.BRONX|cb1|yb:1970_1999|u:50_plus],3.6744511010188927,3.435622002524979,1.069515534106601,0.28483743295915587
C(stratum)[T.BRONX|cb1|yb:1970_1999|u:6_19],-1.107557070323268,1.5865896498432812,-0.698074054896721,0.48513088269690385
C(stratum)[T.BRONX|cb1|yb:2000_plus|u:20_49],-4.035329317744281,0.8630227885892067,-4.675808531476765,2.9279769961591437e-06
C(stratum)[T.BRONX|cb1|yb:2000_plus|u:3_5],-3.6939139806755095,0.8106659439575953,-4.556641373932852,5.197805869954308e-06
C(stratum)[T.BRONX|cb1|yb:2000_plus|u:50_plus],1.0313373489224946,3.073813717915269,0.33552369908153423,0.7372300704702202
C(stratum)[T.BRONX|cb1|yb:2000_plus|u:6_19],-3.0356317925788256,0.85796633563414,-3.5381712154651495,0.0004029087080057166
C(stratum)[T.BRONX|cb1|yb:prewar|u:20_49],0.6522886177609769,1.1760643247873035,0.55463685447558,0.5791430753983072
C(stratum)[T.BRONX|cb1|yb:prewar|u:3_5],-3.1019509146874493,0.815283917423146,-3.804749300699728,0.00014194788422836069
C(stratum)[T.BRONX|cb1|yb:prewar|u:50_plus],5.899295534913179,2.354863430412295,2.505153996926402,0.012239808887163242
C(stratum)[T.BRONX|cb1|yb:prewar|u:6_19],-1.414521042433167,0.8595857599203508,-1.6455845459378438,0.09984932301218769
C(stratum)[T.BRONX|cb203|yb:2000_plus|u:50_plus],-4.281094670059277,0.8887206797329171,-4.8171430773343245,1.4562826750766208e-06
C(stratum)[T.BRONX|cb205|yb:2000_plus|u:6_19],-3.1382375272019583,1.1723971442417973,-2.676770019967502,0.007433564027042422
C(stratum)[T.BRONX|cb212|yb:2000_plus|u:3_5],-4.995380384344711,1.1197756730549104,-4.461054570614656,8.15573171476572e-06
C(stratum)[T.BRONX|cb2|yb:1940_1969|u:50_plus],7.550640300972905,5.819909784185031,1.297380987157386,0.19450013105810426
C(stratum)[T.BRONX|cb2|yb:1970_1999|u:3_5],-3.8065025561697365,0.8052203245763802,-4.727280770231808,2.2754652648456284e-06
C(stratum)[T.BRONX|cb2|yb:1970_1999|u:50_plus],2.313001737821085,2.7280883498644752,0.8478470786827668,0.39652314036980885
C(stratum)[T.BRONX|cb2|yb:1970_1999|u:6_19],-1.4239518129161404,2.155699149585719,-0.6605521986636189,0.5088995327991945
C(stratum)[T.BRONX|cb2|yb:2000_plus|u:20_49],-2.317970608581593,1.0156446086359476,-2.282265458677246,0.022473672529377358
C(stratum)[T.BRONX|cb2|yb:2000_plus|u:3_5],-3.5773998657802855,0.831286892881405,-4.303447938870188,1.6816037662271938e-05
C(stratum)[T.BRONX|cb2|yb:2000_plus|u:50_plus],4.840596775768457,3.7715885994001255,1.2834371109665457,0.19933897921404353
C(stratum)[T.BRONX|cb2|yb:2000_plus|u:6_19],-3.2807486956981005,0.8565157250847867,-3.8303426307477757,0.0001279649511955032
C(stratum)[T.BRONX|cb2|yb:prewar|u:20_49],0.6231483945842257,1.0289400167828517,0.605621692635301,0.5447659941179112
C(stratum)[T.BRONX|cb2|yb:prewar|u:3_5],-2.532922063462506,0.8210346210278672,-3.085036853003224,0.002035269329269021
C(stratum)[T.BRONX|cb2|yb:prewar|u:50_plus],4.214088118734027,1.6554655804335807,2.5455606981755072,0.010910239411047259
C(stratum)[T.BRONX|cb2|yb:prewar|u:6_19],-0.39359826380167806,0.9526544786964475,-0.4131595164914914,0.6794897465063429
C(stratum)[T.BRONX|cb3|yb:1940_1969|u:3_5],-1.3779311275984345,1.7038540165877327,-0.8087143113105334,0.41867949431997675
C(stratum)[T.BRONX|cb3|yb:1940_1969|u:50_plus],37.36863340586676,18.116109790165403,2.0627294622685977,0.03913833907278757
C(stratum)[T.BRONX|cb3|yb:1970_1999|u:20_49],-1.7266046893708538,1.3482028227945335,-1.280671320500557,0.20030913736689948
C(stratum)[T.BRONX|cb3|yb:1970_1999|u:3_5],-3.5894124247345887,0.8215146625290648,-4.369261546330096,1.246673843380391e-05
C(stratum)[T.BRONX|cb3|yb:1970_1999|u:50_plus],2.380538167771925,2.6799168655649646,0.8882880653352183,0.37438581780294555
C(stratum)[T.BRONX|cb3|yb:2000_plus|u:20_49],-0.9249932947442088,1.0932805794909723,-0.8460712758429153,0.39751298361265586
C(stratum)[T.BRONX|cb3|yb:2000_plus|u:3_5],-3.50693692109299,0.8136098586598657,-4.310342215947859,1.6300209848632323e-05
C(stratum)[T.BRONX|cb3|yb:2000_plus|u:50_plus],2.237328263691247,2.3616097621463696,0.9473742442772728,0.34344811056047797
C(stratum)[T.BRONX|cb3|yb:2000_plus|u:6_19],-3.6643894340835623,0.8646638521913128,-4.237935267904308,2.255847845536617e-05
C(stratum)[T.BRONX|cb3|yb:prewar|u:20_49],0.52480630979526,1.2478877145293314,0.4205557148170197,0.6740795373311598
C(stratum)[T.BRONX|cb3|yb:prewar|u:3_5],-2.6276218957462554,0.80814606744683,-3.2514195163353103,0.001148302820477855
C(stratum)[T.BRONX|cb3|yb:prewar|u:50_plus],4.225595754647687,2.899323710925487,1.4574418643645843,0.14499444801317354
C(stratum)[T.BRONX|cb3|yb:prewar|u:6_19],-0.838795694868234,0.982643921730278,-0.8536110348001233,0.3933205423364915
C(stratum)[T.BRONX|cb4|yb:1940_1969|u:20_49],-3.138237527201583,1.0640688298456116,-2.949280572063104,0.0031851466707927562
C(stratum)[T.BRONX|cb4|yb:1940_1969|u:50_plus],2.2664517247280584,1.4498117835258864,1.5632730748098456,0.11798837855785903
C(stratum)[T.BRONX|cb4|yb:1940_1969|u:6_19],-2.956230632096022,1.198626139945214,-2.466349208962807,0.013649818698741925
C(stratum)[T.BRONX|cb4|yb:1970_1999|u:20_49],-0.13823752720207672,2.231658647257427,-0.0619438494197857,0.9506075477356885
C(stratum)[T.BRONX|cb4|yb:1970_1999|u:3_5],-3.911365778054271,0.8079703813149933,-4.840976684923053,1.2920253245681156e-06
C(stratum)[T.BRONX|cb4|yb:1970_1999|u:50_plus],5.332919120152831,2.3802210403938378,2.240514233615224,0.025057557773896576
C(stratum)[T.BRONX|cb4|yb:1970_1999|u:6_19],-4.735073984741296,0.8420632059624438,-5.623181194966595,1.87472578706967e-08
C(stratum)[T.BRONX|cb4|yb:2000_plus|u:20_49],-1.4160167603367222,0.9671565828800551,-1.4641029026758263,0.1431658343104152
C(stratum)[T.BRONX|cb4|yb:2000_plus|u:3_5],-3.206451104390119,0.9327220939924609,-3.437734696157028,0.0005866021259575165
C(stratum)[T.BRONX|cb4|yb:2000_plus|u:50_plus],1.970002316685491,3.4275546591169164,0.5747544569261653,0.565457371931885
C(stratum)[T.BRONX|cb4|yb:2000_plus|u:6_19],-1.0771895932122126,1.28048449224705,-0.8412359538395607,0.4002157622823558
C(stratum)[T.BRONX|cb4|yb:prewar|u:20_49],2.091206451768886,1.405143269041246,1.4882514102606441,0.13668460385462616
C(stratum)[T.BRONX|cb4|yb:prewar|u:3_5],-2.8007644885954663,0.8195015470532498,-3.417643930833821,0.0006316568551266845
C(stratum)[T.BRONX|cb4|yb:prewar|u:50_plus],5.085816808984767,1.8915385341097692,2.688719641325387,0.007172663170252474
C(stratum)[T.BRONX|cb4|yb:prewar|u:6_19],-1.3940673937090067,0.8858087916777837,-1.5737791347369061,0.11553851944219298
C(stratum)[T.BRONX|cb5|yb:1940_1969|u:20_49],1.469592423247748,1.2583034297663862,1.1679157733207397,0.24284074099744957
C(stratum)[T.BRONX|cb5|yb:1940_1969|u:3_5],-3.7350739847410455,0.9640453197751526,-3.8743759324636198,0.00010689828640911765
C(stratum)[T.BRONX|cb5|yb:1940_1969|u:50_plus],3.9881819800909097,2.358332552278266,1.6911024597604474,0.09081723551100676
C(stratum)[T.BRONX|cb5|yb:1940_1969|u:6_19],9.004619615655713,4.7840642624694505,1.8822112583846617,0.05980733765063461
C(stratum)[T.BRONX|cb5|yb:1970_1999|u:20_49],12.21890532994143,12.91396612582961,0.9461775887348839,0.3440580149582082
C(stratum)[T.BRONX|cb5|yb:1970_1999|u:3_5],-3.5654311275984263,0.807947408322809,-4.412949519820585,1.01971779151148e-05
C(stratum)[T.BRONX|cb5|yb:1970_1999|u:50_plus],20.12437868022988,7.02668630356219,2.863992757158918,0.004183375770043785
C(stratum)[T.BRONX|cb5|yb:1970_1999|u:6_19],-3.8065025561697006,0.8765822390430859,-4.3424363244286575,1.4091133261251375e-05
C(stratum)[T.BRONX|cb5|yb:2000_plus|u:20_49],-3.0249517574853306,0.8920998443075978,-3.3908219766960537,0.0006968334894767777
C(stratum)[T.BRONX|cb5|yb:2000_plus|u:3_5],-3.569646636307232,0.8580856612933611,-4.160011986363733,3.1823089296180866e-05
C(stratum)[T.BRONX|cb5|yb:2000_plus|u:50_plus],3.398521722988713,3.624775938408253,0.9375811859094124,0.34845968379169434
C(stratum)[T.BRONX|cb5|yb:2000_plus|u:6_19],-3.5412502852844927,0.8548262415217824,-4.142655095590272,3.433080483280727e-05
C(stratum)[T.BRONX|cb5|yb:prewar|u:20_49],2.7794338268667005,1.5356573191001068,1.8099310258199044,0.07030648406082544
C(stratum)[T.BRONX|cb5|yb:prewar|u:3_5],-2.8243322511656093,0.8078378674906204,-3.496162243469482,0.0004720016171781639
C(stratum)[T.BRONX|cb5|yb:prewar|u:50_plus],3.7467876319447293,2.1960100436867873,1.7061796428100156,0.08797463774904651
C(stratum)[T.BRONX|cb5|yb:prewar|u:6_19],-1.8269331881020061,0.934443650518999,-1.955102575834626,0.05057096430608857
C(stratum)[T.BRONX|cb6|yb:1940_1969|u:3_5],-3.1636454133126946,1.047779389801279,-3.019381220996062,0.0025329159175121792
C(stratum)[T.BRONX|cb6|yb:1940_1969|u:50_plus],23.092706558214903,10.910826596533637,2.1164946902878508,0.03430275631970971
C(stratum)[T.BRONX|cb6|yb:1940_1969|u:6_19],12.718905329940931,9.169439949507293,1.3870972927440748,0.16541209744218854
C(stratum)[T.BRONX|cb6|yb:1970_1999|u:20_49],-0.15094147025728305,2.2801095834766043,-0.06619921750740355,0.9472192197484769
C(stratum)[T.BRONX|cb6|yb:1970_1999|u:3_5],-3.4713377210048204,0.8102691076092376,-4.2841787850548485,1.8341538302624067e-05
C(stratum)[T.BRONX|cb6|yb:1970_1999|u:50_plus],1.7253596194395449,1.8465548043456397,0.9343668627538826,0.35011468496099807
C(stratum)[T.BRONX|cb6|yb:1970_1999|u:6_19],-3.949359699026929,1.0125161352756658,-3.9005400125813146,9.597836090877149e-05
C(stratum)[T.BRONX|cb6|yb:2000_plus|u:20_49],-0.10594155460863514,1.2051827522279073,-0.08790497077127184,0.9299522057972178
C(stratum)[T.BRONX|cb6|yb:2000_plus|u:3_5],-3.5877151152692717,0.8296755886874418,-4.324238490546752,1.5305964587633912e-05
C(stratum)[T.BRONX|cb6|yb:2000_plus|u:50_plus],0.552419899103093,2.10433328359988,0.2625154025782784,0.7929241121027134
C(stratum)[T.BRONX|cb6|yb:2000_plus|u:6_19],-1.8088752130153438,1.5127486243677442,-1.1957539963200206,0.23179257309280554
C(stratum)[T.BRONX|cb6|yb:prewar|u:20_49],2.4610139234016386,1.4282665323750268,1.7230774982238668,0.08487451137936443
C(stratum)[T.BRONX|cb6|yb:prewar|u:3_5],-2.733356994649669,0.8327292730930119,-3.2824077199749957,0.0010292466736142164
C(stratum)[T.BRONX|cb6|yb:prewar|u:50_plus],5.524255546078629,2.0632476091525658,2.6774564146217994,0.007418350363529027
C(stratum)[T.BRONX|cb6|yb:prewar|u:6_19],-1.1436718424285044,0.924349573503924,-1.2372719966680974,0.21598612047428678
C(stratum)[T.BRONX|cb7|yb:1940_1969|u:20_49],-1.0086966954779024,1.0369082007174695,-0.972792668415539,0.33065635725864917
C(stratum)[T.BRONX|cb7|yb:1940_1969|u:3_5],-3.877931127598217,0.8856842231279188,-4.378457949609575,1.1952199612285868e-05
C(stratum)[T.BRONX|cb7|yb:1940_1969|u:50_plus],-0.19325170735061137,1.0818884072698707,-0.17862443672751718,0.8582326053443949
C(stratum)[T.BRONX|cb7|yb:1940_1969|u:6_19],-4.592216841883876,0.8249994620614535,-5.566327074213056,2.6016471105474026e-08
C(stratum)[T.BRONX|cb7|yb:1970_1999|u:20_49],-4.995380384344845,1.1197756730549246,-4.461054570614719,8.15573171476331e-06
C(stratum)[T.BRONX|cb7|yb:1970_1999|u:50_plus],4.699849415357851,2.7500816270233948,1.7089854239871511,0.08745364949561353
C(stratum)[T.BRONX|cb7|yb:1970_1999|u:6_19],-4.6313665941328575,0.8690854165083213,-5.329011977602909,9.874848505954074e-08
C(stratum)[T.BRONX|cb7|yb:2000_plus|u:20_49],-3.5272425599540966,0.8402774992808699,-4.1977115452607,2.6962575526433172e-05
C(stratum)[T.BRONX|cb7|yb:2000_plus|u:3_5],-3.798200270275392,0.8675251003424849,-4.378202162422648,1.1966232767142107e-05
C(stratum)[T.BRONX|cb7|yb:2000_plus|u:50_plus],-2.7924854403747514,0.9987382369732045,-2.7960133466379657,0.005173726379684697
C(stratum)[T.BRONX|cb7|yb:2000_plus|u:6_19],-3.1546433305086916,0.832133509283292,-3.7910302797753612,0.0001500236607243314
C(stratum)[T.BRONX|cb7|yb:prewar|u:20_49],0.8301790676817139,1.1906118207274257,0.6972709771808758,0.4856332274559011
C(stratum)[T.BRONX|cb7|yb:prewar|u:3_5],-2.9465707436178517,0.8212558744920881,-3.5878839167393237,0.0003333726450918713
C(stratum)[T.BRONX|cb7|yb:prewar|u:50_plus],3.8243244807503567,1.8550170049522714,2.0616115488648874,0.03924473362919258
C(stratum)[T.BRONX|cb7|yb:prewar|u:6_19],-1.561538440975768,0.9101133415413416,-1.715762608568282,0.08620550041112897
C(stratum)[T.BRONX|cb8|yb:1940_1969|u:20_49],-3.2124118234499233,0.9168446244058799,-3.5037690552328677,0.0004587229947441386
C(stratum)[T.BRONX|cb8|yb:1940_1969|u:3_5],-3.8473188827003746,0.8399380349407347,-4.580479419498889,4.639112682614611e-06
C(stratum)[T.BRONX|cb8|yb:1940_1969|u:50_plus],-1.0196352894538039,0.8902536983509463,-1.1453311470005871,0.25207200823660836
C(stratum)[T.BRONX|cb8|yb:1940_1969|u:6_19],-1.5533265704059025,1.2254480239963312,-1.2675581011916934,0.20495580253599788
C(stratum)[T.BRONX|cb8|yb:1970_1999|u:20_49],-2.9086115844769216,1.1050127149923044,-2.6321973901424096,0.008483455892979734
C(stratum)[T.BRONX|cb8|yb:1970_1999|u:3_5],-3.814439064106252,0.8118444629726213,-4.698485040027785,2.620983835361294e-06
C(stratum)[T.BRONX|cb8|yb:1970_1999|u:50_plus],-2.412318975085249,0.9588056856414628,-2.515962317715453,0.011870787394461789
C(stratum)[T.BRONX|cb8|yb:1970_1999|u:6_19],-3.833485103051904,0.8263686757636761,-4.63895258313034,3.5017937699788044e-06
C(stratum)[T.BRONX|cb8|yb:2000_plus|u:20_49],-3.534579628483719,0.8897158033176432,-3.9727063578096478,7.106062848733685e-05
C(stratum)[T.BRONX|cb8|yb:2000_plus|u:3_5],-3.7306933147219796,0.8518163122219058,-4.379692266036461,1.18847022664922e-05
C(stratum)[T.BRONX|cb8|yb:2000_plus|u:50_plus],-4.156694055922061,0.8807468258555371,-4.719510685587023,2.3641262791757395e-06
C(stratum)[T.BRONX|cb8|yb:2000_plus|u:6_19],-4.6509414702572744,0.8790169601331645,-5.291071368580524,1.2160189871033976e-07
C(stratum)[T.BRONX|cb8|yb:prewar|u:20_49],2.7393134932061907,1.9710818223739974,1.389751283844181,0.1646044159572747
C(stratum)[T.BRONX|cb8|yb:prewar|u:3_5],-3.5922168418840115,0.806871789090331,-4.4520292944358415,8.506255766198012e-06
C(stratum)[T.BRONX|cb8|yb:prewar|u:50_plus],2.810424923230651,1.7051486056726048,1.6481994084744678,0.0993117581907592
C(stratum)[T.BRONX|cb8|yb:prewar|u:6_19],-3.0315356066691845,0.8974864239054368,-3.377806645227428,0.0007306643709224747
C(stratum)[T.BRONX|cb9|yb:1940_1969|u:20_49],0.5284291394647523,1.4911935985455955,0.354366555744435,0.7230641951131866
C(stratum)[T.BRONX|cb9|yb:1940_1969|u:3_5],-3.270427520094697,0.8144916043182874,-4.015299240354941,5.937041812251743e-05
C(stratum)[T.BRONX|cb9|yb:1940_1969|u:50_plus],7.98342609787194,2.964883497832562,2.6926609776431736,0.007088430687558702
C(stratum)[T.BRONX|cb9|yb:1940_1969|u:6_19],-4.128718457983982,0.8928500474088633,-4.624201421017919,3.7604432340731946e-06
C(stratum)[T.BRONX|cb9|yb:1970_1999|u:3_5],-3.8527210435647015,0.8190963192601647,-4.7036239242835425,2.5558384294727805e-06
C(stratum)[T.BRONX|cb9|yb:1970_1999|u:50_plus],13.897579076483282,4.582581452843963,3.0326965749530554,0.0024237917615012347
C(stratum)[T.BRONX|cb9|yb:2000_plus|u:20_49],-3.264436298927796,1.193540976891516,-2.735085231367393,0.006236412583187732
C(stratum)[T.BRONX|cb9|yb:2000_plus|u:3_5],-3.635239458311691,0.8153755864944899,-4.458361911399044,8.25883748693092e-06
C(stratum)[T.BRONX|cb9|yb:2000_plus|u:50_plus],-3.3848020606674294,0.8817143573290074,-3.8388873137112896,0.00012359313364731996
C(stratum)[T.BRONX|cb9|yb:2000_plus|u:6_19],-2.623483139959058,0.9293151463632604,-2.8230284960120122,0.004757234308545978
C(stratum)[T.BRONX|cb9|yb:prewar|u:20_49],0.07555605558708263,0.9265105702410481,0.08154904867132319,0.9350053195377778
C(stratum)[T.BRONX|cb9|yb:prewar|u:3_5],-3.1448498170445127,0.8089377493224268,-3.8876289549828353,0.00010122821056797195
C(stratum)[T.BRONX|cb9|yb:prewar|u:50_plus],6.608798091444833,1.8886818238359724,3.4991590473519545,0.0004667280897334478
C(stratum)[T.BRONX|cb9|yb:prewar|u:6_19],-2.009997095976027,0.836481123614763,-2.4029198498706594,0.01626475185301151
C(stratum)[T.BROOKLYN|cb0|yb:2000_plus|u:3_5],-3.7350739847412635,0.807469128621859,-4.62565546142435,3.7341559421152255e-06
C(stratum)[T.BROOKLYN|cb12|yb:1940_1969|u:3_5],-2.544597794264873,1.442173869049642,-1.7644181806883674,0.07766159945521686
C(stratum)[T.BROOKLYN|cb12|yb:1940_1969|u:50_plus],-1.9953803843448168,1.0080652844999078,-1.9794158325119857,0.04776920738539873
C(stratum)[T.BROOKLYN|cb12|yb:1970_1999|u:3_5],-4.354121603788903,0.8192998525562956,-5.31444206929077,1.0698460965395536e-07
C(stratum)[T.BROOKLYN|cb12|yb:2000_plus|u:20_49],-3.59221684188401,1.4160622503897478,-2.5367647791580574,0.011188210011168896
C(stratum)[T.BROOKLYN|cb12|yb:2000_plus|u:3_5],-3.1160263656936316,0.8397060969015541,-3.710853567922766,0.00020656157053648927
C(stratum)[T.BROOKLYN|cb12|yb:2000_plus|u:6_19],-4.020788270455562,0.8172473124964162,-4.919916173444981,8.658128541803886e-07
C(stratum)[T.BROOKLYN|cb12|yb:prewar|u:20_49],-0.06709101970884442,1.9283957179372726,-0.034791105935771824,0.972246312774722
C(stratum)[T.BROOKLYN|cb12|yb:prewar|u:3_5],-4.043865193532343,0.8157039472985296,-4.957515783667501,7.140024343831002e-07
C(stratum)[T.BROOKLYN|cb12|yb:prewar|u:50_plus],-1.7096660986305987,1.567033785741608,-1.091020572872645,0.2752638301869814
C(stratum)[T.BROOKLYN|cb12|yb:prewar|u:6_19],-3.573754702164782,0.8342889182647857,-4.2835936375587185,1.838986516600765e-05
C(stratum)[T.BROOKLYN|cb14|yb:1940_1969|u:20_49],-1.6239518129162136,1.1772721079540545,-1.3794192540061365,0.16776552619239804
C(stratum)[T.BROOKLYN|cb14|yb:1940_1969|u:3_5],-4.092216841884154,0.8181556149787582,-5.0017585493077625,5.680971284279824e-07
