term,coef,std_err,t,p_value,infer_method,p_value_resampled,ci_low_resampled,ci_high_resampled,resample_count,event_time,ci_low,ci_high
evt_m8,-9.153528871261518,5.580520181107253,-1.6402644510184945,0.10095019363557668,permutation,0.8524590163934426,-47.74621173783544,54.90961647089231,60,-8,-20.091348426231733,1.7842906837086971
evt_m7,5.053576004860105,6.2172785272685225,0.8128276677159461,0.41631687013053964,permutation,0.6557377049180327,-27.805762285281062,16.934979498707676,60,-7,-7.132289908586198,17.239441918306408
evt_m6,4.771611720769684,5.640381125135742,0.8459732799802335,0.39756765043900244,permutation,0.639344262295082,-22.661760902910284,14.6976804376593,60,-6,-6.28353528449637,15.826758726035738
evt_m5,2.927670245412417,4.494519490555095,0.6513867058680473,0.5147968901340807,permutation,0.6557377049180327,-19.121448136076797,11.722674090117037,60,-5,-5.881587956075569,11.736928446900402
evt_m4,3.6612979462763704,5.1818013855208385,0.7065685605988085,0.47983463239128743,permutation,0.6229508196721312,-13.951186213341245,9.790341651228651,60,-4,-6.495032769344473,13.817628661897214
evt_m3,2.881738226747487,5.147151126028537,0.5598705295779788,0.5755677515836639,permutation,0.5737704918032787,-10.66267858863364,5.044032651212008,60,-3,-7.206677980268445,12.970154433763419
evt_m2,2.0745954085596736,5.245993146957842,0.39546285144553306,0.6925013322449715,permutation,0.4426229508196721,-7.07883257713289,3.16887033667692,60,-2,-8.207551159477696,12.356741976597043
evt_p0,-1.4829351792795293,6.128188812057137,-0.24198588273942742,0.8087911021439824,permutation,0.5409836065573771,-3.1629680594180347,4.565356154920735,60,0,-13.494185250911517,10.528314892352459
evt_p1,-2.6994733240946047,6.328067574529085,-0.4265873099965263,0.669679942263028,permutation,0.6229508196721312,-4.463180454369516,6.551292802289335,60,1,-15.10248577017161,9.7035391219824
evt_p2,-3.098936676505595,7.604425835821386,-0.40751750933091524,0.6836279368552491,permutation,0.7213114754098361,-8.11647339149868,15.039236730728206,60,2,-18.003611314715513,11.805737961704322
evt_p3,-3.315285006602387,8.978215885556256,-0.36925877578148525,0.7119348497616995,permutation,0.8032786885245902,-13.768986628555393,25.437069307860604,60,3,-20.91258814229265,14.282018129087874
evt_p4,-5.87935701015067,11.47489224867013,-0.512367077854875,0.6083941276223179,permutation,0.819672131147541,-19.176749217777516,35.05643263056506,60,4,-28.370145817544124,16.611431797242783
evt_p5,-10.236712766184553,13.317518510643373,-0.7686651802288365,0.4420921005864318,permutation,0.7377049180327869,-26.24106391844262,47.3247746846337,60,5,-36.33904904704556,15.865623514676457
evt_p6,-9.746690405868318,18.152684904462827,-0.5369283087964635,0.5913171357781632,permutation,0.7868852459016393,-35.639633426708144,54.69238528639285,60,6,-45.32595281861546,25.832572006878824
evt_p7,-9.524454919622283,21.24933444143774,-0.44822368182266015,0.6539917731398228,permutation,0.819672131147541,-43.12578065108523,62.63635446311469,60,7,-51.173150424840244,32.124240585595686
evt_p8,-25.389247825503787,8.127400414914721,-3.123907587832338,0.0017846649834362394,permutation,0.6885245901639344,-59.59845921552498,78.01622804156652,60,8,-41.31895263873664,-9.459543012270935
