dimension,category,rsbl_buildings,hpd_observed_buildings,mdr_registered_buildings,pluto_enriched_buildings,stratified_eligible_buildings,refined_cb_matched_buildings,within_block_matched_buildings,hpd_observed_share,mdr_registered_share,pluto_enriched_share,stratified_eligible_share,refined_cb_matched_share,within_block_matched_share
units_bin,6_19,15607,15607,15592,15607,15607,15111,11726,1.0,0.9990388928045107,1.0,1.0,0.9682193887358237,0.7513295316204267
units_bin,missing,14307,2,2,2,0,0,0,0.00013979171035157615,0.00013979171035157615,0.00013979171035157615,0.0,0.0,0.0
units_bin,20_49,9124,9124,9121,9124,9124,7484,3107,1.0,0.9996711968434897,1.0,1.0,0.8202542744410346,0.3405304690925033
units_bin,50_plus,6202,6202,6189,6202,6202,4207,1002,1.0,0.9979039019671074,1.0,1.0,0.6783295711060948,0.16156078684295389
units_bin,3_5,1860,1860,1851,1860,1860,1818,1351,1.0,0.9951612903225806,1.0,1.0,0.9774193548387097,0.7263440860215054
units_bin,1_2,156,156,145,156,0,126,103,1.0,0.9294871794871795,1.0,0.0,0.8076923076923077,0.6602564102564102
