bldgclass,inspection_year,mean_treated,n_treated,total_treated,mean_control,n_control,total_control,diff,ratio
I7,2022,5.9,10.0,59.0,0.8666666666666667,15,13,5.033333333333333,6.8076923076923075
I7,2023,3.8,10.0,38.0,1.0,15,15,2.8,3.8
I7,2024,10.5,10.0,105.0,2.6,15,39,7.9,4.038461538461538
I7,2025,6.5,10.0,65.0,1.5333333333333334,15,23,4.966666666666667,4.239130434782608
I9,2019,1.0,6.0,6.0,0.25,8,2,0.75,4.0
I9,2020,2.1666666666666665,6.0,13.0,1.0,8,8,1.1666666666666665,2.1666666666666665
I9,2021,1.6666666666666667,6.0,10.0,0.625,8,5,1.0416666666666667,2.666666666666667
I9,2022,4.5,6.0,27.0,1.375,8,11,3.125,3.272727272727273
I9,2023,4.666666666666667,6.0,28.0,1.375,8,11,3.291666666666667,3.393939393939394
I9,2024,7.833333333333333,6.0,47.0,0.875,8,7,6.958333333333333,8.952380952380953
I9,2025,6.666666666666667,6.0,40.0,0.5,8,4,6.166666666666667,13.333333333333334
K1,2019,,,,1.25,4,5,,
K1,2020,,,,0.0,4,0,,
K1,2021,,,,2.75,4,11,,
K1,2022,,,,0.0,4,0,,
K1,2023,,,,1.5,4,6,,
K1,2024,,,,4.5,4,18,,
K1,2025,,,,0.5,4,2,,
K2,2019,,,,0.0,13,0,,
K2,2020,,,,0.0,13,0,,
K2,2021,,,,0.6923076923076923,13,9,,
K2,2022,,,,1.0,13,13,,
K2,2023,,,,1.3076923076923077,13,17,,
K2,2024,,,,0.6153846153846154,13,8,,
K2,2025,,,,1.0,13,13,,
K4,2019,0.375,48.0,18.0,0.3824027072758037,591,226,-0.0074027072758037216,0.980641592920354
K4,2020,0.9375,48.0,45.0,0.26903553299492383,591,159,0.6684644670050761,3.4846698113207553
K4,2021,2.2708333333333335,48.0,109.0,0.5465313028764806,591,323,1.7243020304568528,4.15499226006192
K4,2022,0.6875,48.0,33.0,0.8578680203045685,591,507,-0.17036802030456855,0.801405325443787
K4,2023,1.0625,48.0,51.0,1.2791878172588833,591,756,-0.2166878172588833,0.8306051587301587
K4,2024,4.083333333333333,48.0,196.0,1.1979695431472082,591,708,2.885363790186125,3.4085451977401124
K4,2025,2.3541666666666665,48.0,113.0,1.3976311336717429,591,826,0.9565355329949237,1.6843976997578691
K9,2019,0.0,1.0,0.0,2.0,13,26,-2.0,0.0
K9,2020,1.0,1.0,1.0,2.3076923076923075,13,30,-1.3076923076923075,0.43333333333333335
K9,2021,0.0,1.0,0.0,0.8461538461538461,13,11,-0.8461538461538461,0.0
K9,2022,0.0,1.0,0.0,1.1538461538461537,13,15,-1.1538461538461537,0.0
K9,2023,0.0,1.0,0.0,0.7692307692307693,13,10,-0.7692307692307693,0.0
K9,2024,0.0,1.0,0.0,1.1538461538461537,13,15,-1.1538461538461537,0.0
K9,2025,0.0,1.0,0.0,6.0,13,78,-6.0,0.0
M1,2019,,,,0.4,10,4,,
M1,2020,,,,0.0,10,0,,
M1,2021,,,,0.9,10,9,,
M1,2022,,,,1.3,10,13,,
M1,2023,,,,0.9,10,9,,
M1,2024,,,,1.0,10,10,,
M1,2025,,,,2.2,10,22,,
M3,2019,,,,0.25,4,1,,
M3,2020,,,,0.0,4,0,,
M3,2021,,,,1.0,4,4,,
M3,2022,,,,2.0,4,8,,
M3,2023,,,,1.75,4,7,,
M3,2024,,,,1.75,4,7,,
M3,2025,,,,1.75,4,7,,
M4,2019,,,,1.0,1,1,,
M4,2020,,,,0.0,1,0,,
M4,2021,,,,2.0,1,2,,
M4,2022,,,,3.0,1,3,,
M4,2023,,,,2.0,1,2,,
M4,2024,,,,2.0,1,2,,
M4,2025,,,,2.0,1,2,,
M9,2019,,,,0.1951219512195122,41,8,,
M9,2020,,,,0.0,41,0,,
M9,2021,,,,0.926829268292683,41,38,,
M9,2022,,,,1.170731707317073,41,48,,
M9,2023,,,,1.0975609756097562,41,45,,
M9,2024,,,,1.0975609756097562,41,45,,
M9,2025,,,,1.951219512195122,41,80,,
N2,2019,0.3,10.0,3.0,0.3333333333333333,48,16,-0.033333333333333326,0.9
N2,2020,0.2,10.0,2.0,0.4583333333333333,48,22,-0.2583333333333333,0.4363636363636364
N2,2021,1.4,10.0,14.0,0.7916666666666666,48,38,0.6083333333333333,1.768421052631579
N2,2022,1.2,10.0,12.0,1.625,48,78,-0.42500000000000004,0.7384615384615384
N2,2023,2.8,10.0,28.0,0.5,48,24,2.3,5.6
N2,2024,1.9,10.0,19.0,1.9375,48,93,-0.03750000000000009,0.9806451612903225
N2,2025,12.7,10.0,127.0,2.875,48,138,9.825,4.4173913043478255
N4,2019,,,,0.0,1,0,,
N4,2020,,,,0.0,1,0,,
N4,2021,,,,0.0,1,0,,
N4,2022,,,,0.0,1,0,,
N4,2023,,,,0.0,1,0,,
N4,2024,,,,0.0,1,0,,
N4,2025,,,,0.0,1,0,,
N9,2019,1.1111111111111112,18.0,20.0,1.1142857142857143,35,39,-0.0031746031746031633,0.9971509971509972
N9,2020,2.7222222222222223,18.0,49.0,1.5142857142857142,35,53,1.207936507936508,1.7976939203354299
N9,2021,1.2777777777777777,18.0,23.0,3.6,35,126,-2.3222222222222224,0.35493827160493824
N9,2022,3.7777777777777777,18.0,68.0,1.6571428571428573,35,58,2.12063492063492,2.279693486590038
N9,2023,5.222222222222222,18.0,94.0,1.9428571428571428,35,68,3.2793650793650793,2.6879084967320264
N9,2024,7.944444444444445,18.0,143.0,3.8,35,133,4.144444444444445,2.0906432748538015
N9,2025,12.5,18.0,225.0,3.142857142857143,35,110,9.357142857142858,3.9772727272727275
O1,2019,,,,0.0,1,0,,
O1,2020,,,,0.0,1,0,,
O1,2021,,,,1.0,1,1,,
O1,2022,,,,1.0,1,1,,
O1,2023,,,,1.0,1,1,,
O1,2024,,,,1.0,1,1,,
O1,2025,,,,1.0,1,1,,
O2,2019,,,,4.166666666666667,12,50,,
O2,2020,,,,0.0,12,0,,
O2,2021,,,,1.0,12,12,,
O2,2022,,,,1.75,12,21,,
O2,2023,,,,1.3333333333333333,12,16,,
O2,2024,,,,1.3333333333333333,12,16,,
O2,2025,,,,1.4166666666666667,12,17,,
O4,2019,,,,0.0,1,0,,
O4,2020,,,,0.0,1,0,,
O4,2021,,,,8.0,1,8,,
O4,2022,,,,0.0,1,0,,
O4,2023,,,,0.0,1,0,,
O4,2024,,,,0.0,1,0,,
O4,2025,,,,0.0,1,0,,
O5,2019,6.285714285714286,7.0,44.0,0.17391304347826086,23,4,6.111801242236025,36.142857142857146
O5,2020,1.2857142857142858,7.0,9.0,0.043478260869565216,23,1,1.2422360248447206,29.571428571428573
O5,2021,2.4285714285714284,7.0,17.0,0.6521739130434783,23,15,1.77639751552795,3.7238095238095235
O5,2022,3.857142857142857,7.0,27.0,0.9130434782608695,23,21,2.9440993788819876,4.224489795918368
O5,2023,1.2857142857142858,7.0,9.0,0.6956521739130435,23,16,0.5900621118012424,1.8482142857142858
O5,2024,6.0,7.0,42.0,1.7391304347826086,23,40,4.260869565217392,3.45
O5,2025,6.0,7.0,42.0,1.2608695652173914,23,29,4.739130434782608,4.758620689655173
O6,2019,0.1111111111111111,9.0,1.0,0.3,10,3,-0.18888888888888888,0.37037037037037035
O6,2020,3.7777777777777777,9.0,34.0,0.0,10,0,3.7777777777777777,
O6,2021,4.444444444444445,9.0,40.0,0.6,10,6,3.8444444444444446,7.407407407407408
O6,2022,4.666666666666667,9.0,42.0,0.9,10,9,3.766666666666667,5.185185185185185
O6,2023,6.222222222222222,9.0,56.0,0.9,10,9,5.322222222222222,6.91358024691358
O6,2024,4.777777777777778,9.0,43.0,0.8,10,8,3.977777777777778,5.972222222222221
O6,2025,2.5555555555555554,9.0,23.0,1.1,10,11,1.4555555555555553,2.3232323232323226
O7,2019,,,,0.0,4,0,,
O7,2020,,,,0.0,4,0,,
O7,2021,,,,0.5,4,2,,
O7,2022,,,,1.25,4,5,,
O7,2023,,,,1.0,4,4,,
O7,2024,,,,1.0,4,4,,
O7,2025,,,,1.25,4,5,,
O8,2019,0.0,4.0,0.0,0.75,40,30,-0.75,0.0
O8,2020,0.0,4.0,0.0,0.0,40,0,0.0,
O8,2021,0.75,4.0,3.0,1.375,40,55,-0.625,0.5454545454545454
O8,2022,1.25,4.0,5.0,1.5,40,60,-0.25,0.8333333333333334
O8,2023,0.0,4.0,0.0,0.775,40,31,-0.775,0.0
O8,2024,0.5,4.0,2.0,1.225,40,49,-0.7250000000000001,0.4081632653061224
O8,2025,7.0,4.0,28.0,1.175,40,47,5.825,5.957446808510638
O9,2019,0.8333333333333334,6.0,5.0,1.1428571428571428,7,8,-0.3095238095238094,0.7291666666666667
O9,2020,2.1666666666666665,6.0,13.0,0.0,7,0,2.1666666666666665,
O9,2021,0.5,6.0,3.0,0.5714285714285714,7,4,-0.0714285714285714,0.875
O9,2022,1.3333333333333333,6.0,8.0,1.8571428571428572,7,13,-0.523809523809524,0.7179487179487178
O9,2023,0.6666666666666666,6.0,4.0,1.4285714285714286,7,10,-0.761904761904762,0.4666666666666666
O9,2024,1.1666666666666667,6.0,7.0,0.8571428571428571,7,6,0.30952380952380965,1.3611111111111114
O9,2025,0.8333333333333334,6.0,5.0,1.8571428571428572,7,13,-1.0238095238095237,0.44871794871794873
P2,2019,,,,0.5,2,1,,
P2,2020,,,,0.0,2,0,,
P2,2021,,,,1.0,2,2,,
P2,2022,,,,1.5,2,3,,
P2,2023,,,,1.0,2,2,,
P2,2024,,,,1.0,2,2,,
P2,2025,,,,1.0,2,2,,
P5,2019,0.0,1.0,0.0,0.0,3,0,0.0,
P5,2020,9.0,1.0,9.0,0.0,3,0,9.0,
P5,2021,5.0,1.0,5.0,0.3333333333333333,3,1,4.666666666666667,15.0
P5,2022,7.0,1.0,7.0,0.3333333333333333,3,1,6.666666666666667,21.0
P5,2023,28.0,1.0,28.0,0.6666666666666666,3,2,27.333333333333332,42.0
P5,2024,7.0,1.0,7.0,0.6666666666666666,3,2,6.333333333333333,10.5
P5,2025,9.0,1.0,9.0,1.3333333333333333,3,4,7.666666666666667,6.75
P9,2019,,,,19.0,1,19,,
P9,2020,,,,0.0,1,0,,
P9,2021,,,,0.0,1,0,,
P9,2022,,,,0.0,1,0,,
P9,2023,,,,0.0,1,0,,
P9,2024,,,,13.0,1,13,,
P9,2025,,,,5.0,1,5,,
R1,2019,0.5882352941176471,34.0,20.0,0.41711229946524064,748,312,0.17112299465240643,1.4102564102564104
R1,2020,1.8529411764705883,34.0,63.0,0.3302139037433155,748,247,1.522727272727273,5.611336032388665
R1,2021,1.2352941176470589,34.0,42.0,0.7473262032085561,748,559,0.48796791443850274,1.6529516994633275
R1,2022,0.38235294117647056,34.0,13.0,0.9358288770053476,748,700,-0.553475935828877,0.4085714285714286
R1,2023,1.7058823529411764,34.0,58.0,0.6938502673796791,748,519,1.0120320855614973,2.4585741811175335
R1,2024,0.7941176470588235,34.0,27.0,0.8663101604278075,748,648,-0.07219251336898402,0.9166666666666666
R1,2025,1.3529411764705883,34.0,46.0,1.1002673796791445,748,823,0.25267379679144386,1.2296476306196842
R2,2019,1.4871794871794872,39.0,58.0,1.3532608695652173,184,249,0.13391861761426993,1.0989599423334364
R2,2020,0.7692307692307693,39.0,30.0,0.7717391304347826,184,142,-0.0025083612040133207,0.9967497291440954
R2,2021,1.8717948717948718,39.0,73.0,1.673913043478261,184,308,0.19788182831661083,1.118215118215118
R2,2022,2.3076923076923075,39.0,90.0,2.157608695652174,184,397,0.15008361204013365,1.069560162759155
R2,2023,1.4615384615384615,39.0,57.0,2.152173913043478,184,396,-0.6906354515050166,0.6790986790986792
R2,2024,2.3333333333333335,39.0,91.0,2.3967391304347827,184,441,-0.06340579710144922,0.9735449735449736
R2,2025,3.948717948717949,39.0,154.0,3.9184782608695654,184,721,0.03023968784838349,1.0077172018919591
R3,2019,0.0,5.0,0.0,1.0627615062761506,239,254,-1.0627615062761506,0.0
R3,2020,0.2,5.0,1.0,0.602510460251046,239,144,-0.40251046025104603,0.33194444444444443
R3,2021,1.0,5.0,5.0,2.3221757322175733,239,555,-1.3221757322175733,0.4306306306306306
R3,2022,1.8,5.0,9.0,3.1380753138075312,239,750,-1.3380753138075312,0.5736
R3,2023,4.4,5.0,22.0,2.5481171548117154,239,609,1.851882845188285,1.7267651888341546
R3,2024,1.6,5.0,8.0,3.907949790794979,239,934,-2.307949790794979,0.4094218415417559
R3,2025,1.2,5.0,6.0,5.481171548117155,239,1310,-4.281171548117155,0.21893129770992364
R4,2019,2.737704918032787,122.0,334.0,0.8787878787878788,363,319,1.8589170392449081,3.115319389485585
R4,2020,3.4508196721311477,122.0,421.0,0.325068870523416,363,118,3.1257508016077318,10.615657126979716
R4,2021,5.008196721311475,122.0,611.0,0.6336088154269972,363,230,4.3745879058844785,7.90424091233072
R4,2022,6.860655737704918,122.0,837.0,0.7465564738292011,363,271,6.114099263875717,9.18973443832799
R4,2023,7.680327868852459,122.0,937.0,1.1460055096418733,363,416,6.534322359210586,6.701824558638084
R4,2024,9.770491803278688,122.0,1192.0,1.6225895316804408,363,589,8.147902271598246,6.021542486570736
R4,2025,9.12295081967213,122.0,1113.0,1.5757575757575757,363,572,7.547193243914554,5.789564943253468
R5,2019,,,,0.5,2,1,,
R5,2020,,,,0.0,2,0,,
R5,2021,,,,1.0,2,2,,
R5,2022,,,,1.0,2,2,,
R5,2023,,,,0.0,2,0,,
R5,2024,,,,0.0,2,0,,
R5,2025,,,,0.0,2,0,,
R6,2019,,,,0.31756756756756754,148,47,,
R6,2020,,,,0.0,148,0,,
R6,2021,,,,0.777027027027027,148,115,,
R6,2022,,,,1.2635135135135136,148,187,,
R6,2023,,,,0.9594594594594594,148,142,,
R6,2024,,,,1.0810810810810811,148,160,,
R6,2025,,,,1.3513513513513513,148,200,,
R9,2019,0.6666666666666666,6.0,4.0,0.0,1,0,0.6666666666666666,
R9,2020,2.6666666666666665,6.0,16.0,0.0,1,0,2.6666666666666665,
R9,2021,0.0,6.0,0.0,1.0,1,1,-1.0,0.0
R9,2022,0.6666666666666666,6.0,4.0,0.0,1,0,0.6666666666666666,
R9,2023,0.6666666666666666,6.0,4.0,0.0,1,0,0.6666666666666666,
R9,2024,4.333333333333333,6.0,26.0,10.0,1,10,-5.666666666666667,0.4333333333333333
R9,2025,5.333333333333333,6.0,32.0,5.0,1,5,0.33333333333333304,1.0666666666666667
RA,2019,,,,1.0,1,1,,
RA,2020,,,,0.0,1,0,,
RA,2021,,,,2.0,1,2,,
RA,2022,,,,3.0,1,3,,
RA,2023,,,,2.0,1,2,,
RA,2024,,,,6.0,1,6,,
RA,2025,,,,3.0,1,3,,
RC,2019,4.0,2.0,8.0,0.14285714285714285,21,3,3.857142857142857,28.0
RC,2020,0.5,2.0,1.0,0.3333333333333333,21,7,0.16666666666666669,1.5
RC,2021,2.0,2.0,4.0,0.47619047619047616,21,10,1.5238095238095237,4.2
RC,2022,2.0,2.0,4.0,0.7619047619047619,21,16,1.2380952380952381,2.625
RC,2023,9.5,2.0,19.0,1.4761904761904763,21,31,8.023809523809524,6.435483870967742
RC,2024,9.5,2.0,19.0,2.0476190476190474,21,43,7.4523809523809526,4.6395348837209305
RC,2025,8.5,2.0,17.0,2.0476190476190474,21,43,6.4523809523809526,4.151162790697675
RD,2019,3.5454545454545454,11.0,39.0,0.8771929824561403,57,50,2.668261562998405,4.041818181818182
RD,2020,0.8181818181818182,11.0,9.0,0.43859649122807015,57,25,0.3795853269537481,1.8654545454545457
RD,2021,1.9090909090909092,11.0,21.0,0.7719298245614035,57,44,1.1371610845295057,2.473140495867769
RD,2022,8.727272727272727,11.0,96.0,0.9473684210526315,57,54,7.779904306220095,9.212121212121213
RD,2023,1.4545454545454546,11.0,16.0,0.7017543859649122,57,40,0.7527910685805423,2.0727272727272728
RD,2024,5.363636363636363,11.0,59.0,0.7719298245614035,57,44,4.59170653907496,6.948347107438017
RD,2025,9.181818181818182,11.0,101.0,1.456140350877193,57,83,7.725677830940988,6.305585980284775
RH,2019,0.0,1.0,0.0,0.0,5,0,0.0,
RH,2020,0.0,1.0,0.0,0.0,5,0,0.0,
RH,2021,0.0,1.0,0.0,0.0,5,0,0.0,
RH,2022,0.0,1.0,0.0,0.6,5,3,-0.6,0.0
RH,2023,2.0,1.0,2.0,0.4,5,2,1.6,5.0
RH,2024,0.0,1.0,0.0,0.4,5,2,-0.4,0.0
RH,2025,11.0,1.0,11.0,2.8,5,14,8.2,3.928571428571429
RM,2019,1.0013793103448276,725.0,726.0,0.4359649122807018,1140,497,0.5654143980641259,2.2969263859016165
RM,2020,1.1668965517241379,725.0,846.0,0.4,1140,456,0.7668965517241378,2.9172413793103447
RM,2021,2.147586206896552,725.0,1557.0,0.9429824561403509,1140,1075,1.2046037507562009,2.2774402566158782
RM,2022,2.1724137931034484,725.0,1575.0,1.0219298245614035,1140,1165,1.150483968542045,2.125795471363031
RM,2023,3.1186206896551725,725.0,2261.0,1.0947368421052632,1140,1248,2.023883847549909,2.8487400530503977
RM,2024,4.684137931034483,725.0,3396.0,1.3166666666666667,1140,1501,3.3674712643678166,3.5575731121780882
RM,2025,8.49793103448276,725.0,6161.0,1.6105263157894736,1140,1836,6.887404718693285,5.276493125986027
RR,2019,0.06976744186046512,43.0,3.0,0.0,8,0,0.06976744186046512,
RR,2020,0.32558139534883723,43.0,14.0,0.125,8,1,0.20058139534883723,2.604651162790698
RR,2021,0.9069767441860465,43.0,39.0,0.5,8,4,0.40697674418604646,1.813953488372093
RR,2022,2.0930232558139537,43.0,90.0,1.25,8,10,0.8430232558139537,1.6744186046511629
RR,2023,5.232558139534884,43.0,225.0,3.75,8,30,1.4825581395348841,1.3953488372093024
RR,2024,11.162790697674419,43.0,480.0,8.875,8,71,2.287790697674419,1.2577792335407796
RR,2025,13.372093023255815,43.0,575.0,9.125,8,73,4.247093023255815,1.4654348518636509
RX,2019,0.0,5.0,0.0,0.0,2,0,0.0,
RX,2020,0.8,5.0,4.0,0.0,2,0,0.8,
RX,2021,0.6,5.0,3.0,0.0,2,0,0.6,
RX,2022,0.4,5.0,2.0,0.0,2,0,0.4,
RX,2023,0.6,5.0,3.0,0.5,2,1,0.09999999999999998,1.2
RX,2024,0.6,5.0,3.0,0.0,2,0,0.6,
RX,2025,0.6,5.0,3.0,0.0,2,0,0.6,
RZ,2019,,,,0.0,3,0,,
RZ,2020,,,,0.0,3,0,,
RZ,2021,,,,0.0,3,0,,
RZ,2022,,,,1.0,3,3,,
RZ,2023,,,,7.666666666666667,3,23,,
RZ,2024,,,,7.666666666666667,3,23,,
RZ,2025,,,,0.0,3,0,,
S0,2019,,,,0.36363636363636365,22,8,,
S0,2020,,,,0.13636363636363635,22,3,,
S0,2021,,,,0.45454545454545453,22,10,,
S0,2022,,,,0.5,22,11,,
S0,2023,,,,1.6363636363636365,22,36,,
S0,2024,,,,2.1363636363636362,22,47,,
S0,2025,,,,1.9545454545454546,22,43,,
S2,2019,0.18181818181818182,22.0,4.0,0.6069529652351738,2445,1484,-0.425134783416992,0.29955893163440334
S2,2020,0.3181818181818182,22.0,7.0,0.29243353783231085,2445,715,0.025748280349507324,1.0880483153210425
S2,2021,1.0909090909090908,22.0,24.0,0.6973415132924335,2445,1705,0.3935675776166573,1.5643828312450012
S2,2022,0.5,22.0,11.0,1.0372188139059304,2445,2536,-0.5372188139059304,0.48205835962145116
S2,2023,0.36363636363636365,22.0,8.0,1.069120654396728,2445,2614,-0.7054842907603643,0.34012659108297977
S2,2024,3.0,22.0,66.0,1.2789366053169735,2445,3127,1.7210633946830265,2.345698752798209
S2,2025,1.1818181818181819,22.0,26.0,1.394683026584867,2445,3410,-0.2128648447666852,0.8473740335910425
S3,2019,0.35526315789473684,76.0,27.0,0.40912280701754383,1425,583,-0.053859649122806996,0.8683533447684392
S3,2020,0.9342105263157895,76.0,71.0,0.26035087719298244,1425,371,0.673859649122807,3.5882749326145555
S3,2021,0.6447368421052632,76.0,49.0,0.983859649122807,1425,1402,-0.3391228070175438,0.6553138373751783
S3,2022,0.8947368421052632,76.0,68.0,1.2666666666666666,1425,1805,-0.37192982456140344,0.7063711911357341
S3,2023,1.131578947368421,76.0,86.0,1.4694736842105263,1425,2094,-0.33789473684210525,0.7700573065902578
S3,2024,0.5657894736842105,76.0,43.0,1.3473684210526315,1425,1920,-0.781578947368421,0.419921875
S3,2025,0.9868421052631579,76.0,75.0,1.816140350877193,1425,2588,-0.8292982456140351,0.5433732612055642
S4,2019,1.108695652173913,92.0,102.0,0.5911179173047473,1306,772,0.5175777348691658,1.875591349403019
S4,2020,0.6086956521739131,92.0,56.0,0.3759571209800919,1306,491,0.2327385311938212,1.6190560524218545
S4,2021,1.3804347826086956,92.0,127.0,0.9938744257274119,1306,1298,0.38656035688128365,1.38894285522878
S4,2022,0.9347826086956522,92.0,86.0,1.3644716692189893,1306,1782,-0.4296890605233371,0.6850875908846924
S4,2023,0.9347826086956522,92.0,86.0,1.3575803981623278,1306,1773,-0.42279778946667557,0.6885651928688786
S4,2024,2.0217391304347827,92.0,186.0,1.6500765696784074,1306,2155,0.37166256075637527,1.225239584384142
S4,2025,2.717391304347826,92.0,250.0,1.6967840735068913,1306,2216,1.0206072308409349,1.6014950557212368
S5,2019,0.7008032128514057,498.0,349.0,0.7924528301886793,1060,840,-0.09164961733727361,0.8843469114553452
S5,2020,0.5843373493975904,498.0,291.0,0.5339622641509434,1060,566,0.05037508524664702,1.0943420324407171
S5,2021,1.0522088353413654,498.0,524.0,0.9688679245283018,1060,1027,0.0833409108130636,1.0860188563406499
S5,2022,1.21285140562249,498.0,604.0,1.4141509433962265,1060,1499,-0.20129953777373655,0.8576534289258434
S5,2023,0.9959839357429718,498.0,496.0,1.3886792452830188,1060,1472,-0.39269530954004694,0.7172166928583901
S5,2024,1.461847389558233,498.0,728.0,1.8424528301886793,1060,1953,-0.38060544063044643,0.793424594435088
S5,2025,2.0421686746987953,498.0,1017.0,2.3509433962264152,1060,2492,-0.30877472152762,0.8686592276006111
S9,2019,1.056768558951965,458.0,484.0,0.8215767634854771,1446,1188,0.23519179546648794,1.2862688015526444
S9,2020,0.6353711790393013,458.0,291.0,0.6639004149377593,1446,960,-0.028529235898458016,0.9570278384279476
S9,2021,1.0764192139737991,458.0,493.0,1.1666666666666667,1446,1687,-0.0902474526928676,0.9226450405489707
S9,2022,1.3580786026200873,458.0,622.0,1.1604426002766253,1446,1678,0.19763600234346201,1.170310881638049
S9,2023,1.3951965065502183,458.0,639.0,1.334716459197787,1446,1930,0.0604800473524314,1.045313030296174
S9,2024,1.8253275109170306,458.0,836.0,1.5269709543568464,1446,2208,0.2983565565601842,1.195391114486425
S9,2025,2.393013100436681,458.0,1096.0,2.0816044260027664,1446,3010,0.3114086744339146,1.1496003133659272
W2,2019,,,,0.0,1,0,,
W2,2020,,,,0.0,1,0,,
W2,2021,,,,0.0,1,0,,
W2,2022,,,,0.0,1,0,,
W2,2023,,,,0.0,1,0,,
W2,2024,,,,0.0,1,0,,
W2,2025,,,,1.0,1,1,,
W6,2019,,,,0.0,5,0,,
W6,2020,,,,0.0,5,0,,
W6,2021,,,,0.2,5,1,,
W6,2022,,,,0.0,5,0,,
W6,2023,,,,0.0,5,0,,
W6,2024,,,,1.4,5,7,,
W6,2025,,,,0.4,5,2,,
W7,2019,,,,0.0,1,0,,
W7,2020,,,,0.0,1,0,,
W7,2021,,,,2.0,1,2,,
W7,2022,,,,3.0,1,3,,
W7,2023,,,,2.0,1,2,,
W7,2024,,,,3.0,1,3,,
W7,2025,,,,2.0,1,2,,
W8,2019,,,,0.0,1,0,,
W8,2020,,,,0.0,1,0,,
W8,2021,,,,0.0,1,0,,
W8,2022,,,,0.0,1,0,,
W8,2023,,,,0.0,1,0,,
W8,2024,,,,1.0,1,1,,
W8,2025,,,,2.0,1,2,,
W9,2019,,,,0.0,2,0,,
W9,2020,,,,0.0,2,0,,
W9,2021,,,,1.0,2,2,,
W9,2022,,,,2.0,2,4,,
W9,2023,,,,1.5,2,3,,
W9,2024,,,,1.5,2,3,,
W9,2025,,,,2.0,2,4,,
Y4,2019,,,,0.0,1,0,,
Y4,2020,,,,0.0,1,0,,
Y4,2021,,,,0.0,1,0,,
Y4,2022,,,,0.0,1,0,,
Y4,2023,,,,0.0,1,0,,
Y4,2024,,,,0.0,1,0,,
Y4,2025,,,,1.0,1,1,,
Z4,2019,,,,0.0,2,0,,
Z4,2020,,,,0.0,2,0,,
Z4,2021,,,,0.0,2,0,,
Z4,2022,,,,0.0,2,0,,
Z4,2023,,,,0.0,2,0,,
Z4,2024,,,,0.0,2,0,,
Z4,2025,,,,0.5,2,1,,
Z5,2019,,,,0.0,1,0,,
Z5,2020,,,,0.0,1,0,,
Z5,2021,,,,0.0,1,0,,
Z5,2022,,,,0.0,1,0,,
Z5,2023,,,,0.0,1,0,,
Z5,2024,,,,0.0,1,0,,
Z5,2025,,,,0.0,1,0,,
