bldgclass,inspection_year,mean_treated,n_treated,total_treated,mean_control,n_control,total_control,diff,ratio
G0,2022,,,,0.0,1,0,,
G0,2023,,,,0.0,1,0,,
G0,2024,,,,2.0,1,2,,
G0,2025,,,,2.0,1,2,,
G1,2019,,,,0.0,2,0,,
G1,2020,,,,0.0,2,0,,
G1,2021,,,,0.5,2,1,,
G1,2022,,,,1.0,2,2,,
G1,2023,,,,0.5,2,1,,
G1,2024,,,,0.5,2,1,,
G1,2025,,,,0.5,2,1,,
G2,2019,,,,0.0,2,0,,
G2,2020,,,,0.0,2,0,,
G2,2021,,,,4.5,2,9,,
G2,2022,,,,0.0,2,0,,
G2,2023,,,,0.0,2,0,,
G2,2024,,,,0.0,2,0,,
G2,2025,,,,0.5,2,1,,
G9,2019,,,,2.0,4,8,,
G9,2020,,,,0.0,4,0,,
G9,2021,,,,0.25,4,1,,
G9,2022,,,,1.0,4,4,,
G9,2023,,,,0.25,4,1,,
G9,2024,,,,0.25,4,1,,
G9,2025,,,,3.5,4,14,,
H1,2019,0.0,1.0,0.0,0.08333333333333333,12,1,-0.08333333333333333,0.0
H1,2020,0.0,1.0,0.0,0.0,12,0,0.0,
H1,2021,0.0,1.0,0.0,0.4166666666666667,12,5,-0.4166666666666667,0.0
H1,2022,0.0,1.0,0.0,0.5833333333333334,12,7,-0.5833333333333334,0.0
H1,2023,0.0,1.0,0.0,0.8333333333333334,12,10,-0.8333333333333334,0.0
H1,2024,0.0,1.0,0.0,0.9166666666666666,12,11,-0.9166666666666666,0.0
H1,2025,2.0,1.0,2.0,1.25,12,15,0.75,1.6
H2,2019,0.0,2.0,0.0,0.47058823529411764,17,8,-0.47058823529411764,0.0
H2,2020,2.0,2.0,4.0,0.11764705882352941,17,2,1.8823529411764706,17.0
H2,2021,0.0,2.0,0.0,0.8235294117647058,17,14,-0.8235294117647058,0.0
H2,2022,0.0,2.0,0.0,0.9411764705882353,17,16,-0.9411764705882353,0.0
H2,2023,1.5,2.0,3.0,1.7058823529411764,17,29,-0.2058823529411764,0.8793103448275862
H2,2024,0.5,2.0,1.0,2.176470588235294,17,37,-1.676470588235294,0.22972972972972974
H2,2025,5.5,2.0,11.0,2.8823529411764706,17,49,2.6176470588235294,1.9081632653061225
H3,2019,3.625,8.0,29.0,0.21875,32,7,3.40625,16.571428571428573
H3,2020,0.5,8.0,4.0,0.0,32,0,0.5,
H3,2021,0.75,8.0,6.0,0.4375,32,14,0.3125,1.7142857142857142
H3,2022,3.25,8.0,26.0,0.65625,32,21,2.59375,4.9523809523809526
H3,2023,2.625,8.0,21.0,1.0625,32,34,1.5625,2.4705882352941178
H3,2024,2.0,8.0,16.0,1.40625,32,45,0.59375,1.4222222222222223
H3,2025,1.125,8.0,9.0,1.3125,32,42,-0.1875,0.8571428571428571
H4,2019,,,,0.0,5,0,,
H4,2020,,,,1.0,5,5,,
H4,2021,,,,2.0,5,10,,
H4,2022,,,,0.6,5,3,,
H4,2023,,,,2.6,5,13,,
H4,2024,,,,2.8,5,14,,
H4,2025,,,,8.6,5,43,,
H5,2019,,,,0.0,5,0,,
H5,2020,,,,0.0,5,0,,
H5,2021,,,,0.2,5,1,,
H5,2022,,,,0.8,5,4,,
H5,2023,,,,1.0,5,5,,
H5,2024,,,,1.0,5,5,,
H5,2025,,,,1.0,5,5,,
H6,2019,4.166666666666667,6.0,25.0,12.5,2,25,-8.333333333333332,0.33333333333333337
H6,2020,2.1666666666666665,6.0,13.0,4.5,2,9,-2.3333333333333335,0.48148148148148145
H6,2021,0.3333333333333333,6.0,2.0,1.0,2,2,-0.6666666666666667,0.3333333333333333
H6,2022,4.833333333333333,6.0,29.0,16.5,2,33,-11.666666666666668,0.29292929292929293
H6,2023,7.5,6.0,45.0,11.5,2,23,-4.0,0.6521739130434783
H6,2024,4.166666666666667,6.0,25.0,4.5,2,9,-0.33333333333333304,0.925925925925926
H6,2025,13.666666666666666,6.0,82.0,4.5,2,9,9.166666666666666,3.0370370370370368
H7,2019,,,,0.0,1,0,,
H7,2020,,,,0.0,1,0,,
H7,2021,,,,1.0,1,1,,
H7,2022,,,,1.0,1,1,,
H7,2023,,,,1.0,1,1,,
H7,2024,,,,1.0,1,1,,
H7,2025,,,,1.0,1,1,,
H8,2019,1.6666666666666667,3.0,5.0,0.3333333333333333,15,5,1.3333333333333335,5.000000000000001
H8,2020,4.666666666666667,3.0,14.0,1.2666666666666666,15,19,3.4000000000000004,3.68421052631579
H8,2021,0.0,3.0,0.0,0.13333333333333333,15,2,-0.13333333333333333,0.0
H8,2022,0.3333333333333333,3.0,1.0,0.26666666666666666,15,4,0.06666666666666665,1.25
H8,2023,0.0,3.0,0.0,0.4,15,6,-0.4,0.0
H8,2024,4.333333333333333,3.0,13.0,0.5333333333333333,15,8,3.8,8.125
H8,2025,0.0,3.0,0.0,0.6666666666666666,15,10,-0.6666666666666666,0.0
H9,2019,0.0,1.0,0.0,0.4444444444444444,9,4,-0.4444444444444444,0.0
H9,2020,6.0,1.0,6.0,0.1111111111111111,9,1,5.888888888888889,54.0
H9,2021,3.0,1.0,3.0,1.6666666666666667,9,15,1.3333333333333333,1.7999999999999998
H9,2022,11.0,1.0,11.0,1.2222222222222223,9,11,9.777777777777779,9.0
H9,2023,13.0,1.0,13.0,1.3333333333333333,9,12,11.666666666666666,9.75
H9,2024,2.0,1.0,2.0,5.222222222222222,9,47,-3.2222222222222223,0.3829787234042553
H9,2025,0.0,1.0,0.0,1.3333333333333333,9,12,-1.3333333333333333,0.0
HB,2019,0.0,2.0,0.0,0.0,11,0,0.0,
HB,2020,0.0,2.0,0.0,0.8181818181818182,11,9,-0.8181818181818182,0.0
HB,2021,0.0,2.0,0.0,0.45454545454545453,11,5,-0.45454545454545453,0.0
HB,2022,0.0,2.0,0.0,0.6363636363636364,11,7,-0.6363636363636364,0.0
HB,2023,0.0,2.0,0.0,0.9090909090909091,11,10,-0.9090909090909091,0.0
HB,2024,0.5,2.0,1.0,1.2727272727272727,11,14,-0.7727272727272727,0.39285714285714285
HB,2025,0.5,2.0,1.0,1.5454545454545454,11,17,-1.0454545454545454,0.3235294117647059
HH,2019,0.0,4.0,0.0,2.3333333333333335,3,7,-2.3333333333333335,0.0
HH,2020,5.5,4.0,22.0,1.0,3,3,4.5,5.5
HH,2021,2.75,4.0,11.0,2.0,3,6,0.75,1.375
HH,2022,0.0,4.0,0.0,0.0,3,0,0.0,
HH,2023,0.75,4.0,3.0,2.6666666666666665,3,8,-1.9166666666666665,0.28125
HH,2024,3.5,4.0,14.0,2.0,3,6,1.5,1.75
HH,2025,0.5,4.0,2.0,15.0,3,45,-14.5,0.03333333333333333
HR,2019,0.6363636363636364,11.0,7.0,3.090909090909091,11,34,-2.4545454545454546,0.20588235294117646
HR,2020,1.1818181818181819,11.0,13.0,0.6363636363636364,11,7,0.5454545454545455,1.8571428571428572
HR,2021,0.8181818181818182,11.0,9.0,0.36363636363636365,11,4,0.4545454545454546,2.25
HR,2022,3.3636363636363638,11.0,37.0,2.272727272727273,11,25,1.0909090909090908,1.48
HR,2023,2.1818181818181817,11.0,24.0,1.5454545454545454,11,17,0.6363636363636362,1.4117647058823528
HR,2024,3.727272727272727,11.0,41.0,1.1818181818181819,11,13,2.545454545454545,3.1538461538461533
HR,2025,0.45454545454545453,11.0,5.0,11.636363636363637,11,128,-11.181818181818182,0.0390625
HS,2019,0.0,6.0,0.0,0.14285714285714285,7,1,-0.14285714285714285,0.0
HS,2020,0.0,6.0,0.0,0.0,7,0,0.0,
HS,2021,0.0,6.0,0.0,1.5714285714285714,7,11,-1.5714285714285714,0.0
HS,2022,0.5,6.0,3.0,0.2857142857142857,7,2,0.2142857142857143,1.75
HS,2023,0.16666666666666666,6.0,1.0,0.14285714285714285,7,1,0.023809523809523808,1.1666666666666667
HS,2024,0.0,6.0,0.0,0.2857142857142857,7,2,-0.2857142857142857,0.0
HS,2025,0.0,6.0,0.0,0.5714285714285714,7,4,-0.5714285714285714,0.0
I1,2019,,,,0.2,5,1,,
I1,2020,,,,0.0,5,0,,
I1,2021,,,,0.4,5,2,,
I1,2022,,,,0.6,5,3,,
I1,2023,,,,0.4,5,2,,
I1,2024,,,,0.4,5,2,,
I1,2025,,,,0.6,5,3,,
I4,2019,0.0,2.0,0.0,0.5625,16,9,-0.5625,0.0
I4,2020,0.0,2.0,0.0,0.5,16,8,-0.5,0.0
I4,2021,0.0,2.0,0.0,2.9375,16,47,-2.9375,0.0
I4,2022,1.0,2.0,2.0,5.375,16,86,-4.375,0.18604651162790697
I4,2023,1.5,2.0,3.0,10.5625,16,169,-9.0625,0.14201183431952663
I4,2024,0.0,2.0,0.0,6.3125,16,101,-6.3125,0.0
I4,2025,7.0,2.0,14.0,4.9375,16,79,2.0625,1.4177215189873418
I5,2019,,,,0.0,4,0,,
I5,2020,,,,0.0,4,0,,
I5,2021,,,,1.25,4,5,,
I5,2022,,,,6.5,4,26,,
I5,2023,,,,4.0,4,16,,
I5,2024,,,,1.25,4,5,,
I5,2025,,,,2.0,4,8,,
I6,2019,,,,0.0,1,0,,
I6,2020,,,,0.0,1,0,,
I6,2021,,,,0.0,1,0,,
I6,2022,,,,0.0,1,0,,
I6,2023,,,,1.0,1,1,,
I6,2024,,,,0.0,1,0,,
I6,2025,,,,0.0,1,0,,
I7,2019,0.4,10.0,4.0,0.06666666666666667,15,1,0.33333333333333337,6.0
I7,2020,1.0,10.0,10.0,0.0,15,0,1.0,
I7,2021,1.6,10.0,16.0,0.3333333333333333,15,5,1.2666666666666668,4.800000000000001
